,index,N_EAN13,N_MARQUE,N_SAME_PRODUCT,N_GAMME,N_RECETTES,N_ORGANIC,N_FORMAT,N_WEIGHT_num,N_EMBALLAGE,N_COMPTE,N_STD/PROMO,N_Ventes_Valeur_2019,N_Ventes_Valeur_2018,N_ITEM,N_NIELSEN_DESCRIPTION,N_INITIAL_INDEX,N_CATEGORY,N_COUNT,O_EAN13,O_product_name_fr,O_product_name,O_brands,O_brands_tags_str,O_brands_tags,O_serving_size,O_serving_quantity,O_countries_hierarchy,O_cities_tags,O_manufacturing_places,O_purchase_places,O_countries_tags,O_categories,O_category_properties,O_pnns_groups_1,O_pnns_groups_2,O_compared_to_category,O_interface_version_modified,O_ingredients_n,O_ingredients_text,O_ingredients,O_salt_content,O_max_salt_content,O_min_salt_content,O_oil_content,O_max_oil_content,O_min_oil_content,O_oil_type,O_nutriments,O_energy_100g,O_energy_kcal_100g,O_saturated_fat_100g,O_fat_100g,O_carbohydrates_100g,O_sugars_100g,O_fruits_vegetables_nuts_estimate_from_ingredients_100g,O_proteins_100g,O_sodium_100g,O_salt_100g,O_nutrition_score_fr_100g,O_fiber_100g,O_nova_group_100g,O_COUNT,O_date_modified
0,1542,3760052155536,AUT_MQ,AUT_MQ | SCE_CLAS | CITRON_VERT_PIMENT_DOUX | AUT_EMB | NON_BIO,SCE_CLAS,CITRON_VERT_PIMENT_DOUX,NON_BIO,PF,100,AUT_EMB,1CT,STD,35.1,1563.3000000000006,3760052155536,AUT_EMB_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CITRON_VERT_PIMENT_DOUX_1CT_100G_*_NON_BIO,1542,AUT_SCE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,2452,8076809572569,BARILLA,BARILLA | PESTO | PESTO_VEGAN | POT | NON_BIO,PESTO,PESTO_VEGAN,NON_BIO,PF,195,POT,1CT,STD,696842.1000000001,512654.1,8076809572569,SAUCES_POUR_FECULENTS_POT_BARILLA_PESTO_PF_PESTO_VEGAN_1CT_195G_*_NON_BIO,2452,SAUCES_POUR_FECULENTS,1,8076809572569,Pesto au basilic Vegan,Pesto au basilic Vegan,Barilla,['barilla'],['barilla'],,,"['en:france', 'en:germany', 'en:switzerland']",[],,France,"['en:france', 'en:germany', 'en:switzerland']","Epicerie, Sauces, Sauces Pesto, Pestos au basilic","{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}",Fat and sauces,Dressings and sauces,en:green-pestos,20150316.jqm2,10.0,"Basilic 35.7%, huile de tournesol, noix de cajou, sirop de glucose, eau, amidon de maïs modifié, sel, arômes naturels, huile d'olive vierge extra, sucre, correcteur d'acidité: acide lactique peut contenir des traces d'autres fruits a coque.","['Basilic', 'huile de tournesol', 'huile de noix de cajou', 'sirop de glucose', 'eau', 'amidon de maïs modifié', 'sel', 'arômes naturels', ""huile d'olive vierge extra"", 'sucre']","[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'percent_max': 11.431111111111111, 'vegan': 'yes', 'rank': 7, 'percent_min': 0}]",11.431111111111115,0.0,"[{'percent_min': 7.144444444444444, 'from_palm_oil': 'no', 'rank': 2, 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': '35.7', 'id': 'en:sunflower-oil', 'text': 'huile de tournesol'}]",35.7,7.144444444444443,huile de tournesol,"{'saturated-fat': 3.5, 'nutrition-score-fr_serving': 17, 'sodium_unit': 'g', 'saturated-fat_100g': 3.5, 'carbohydrates_unit': 'g', 'saturated-fat_value': 3.5, 'saturated-fat_unit': 'g', 'fat_100g': 40, 'nutrition-score-fr_100g': 17, 'fruits-vegetables-nuts': 37.5, 'proteins_100g': 2.5, 'carbohydrates': 13.3, 'salt_100g': 3, 'sodium_value': 1.2, 'energy_unit': 'kcal', 'fat': 40, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'energy_value': 426, 'proteins': 2.5, 'carbohydrates_100g': 13.3, 'proteins_unit': 'g', 'energy-kcal_100g': 426, 'fiber_value': 1.6, 'salt_value': 3, 'nova-group_serving': 4, 'fat_unit': 'g', 'proteins_value': 2.5, 'carbohydrates_value': 13.3, 'fat_value': 40, 'sugars': 3.3, 'energy-kcal_unit': 'kcal', 'sugars_unit': 'g', 'fruits-vegetables-nuts_unit': 'g', 'sugars_100g': 3.3, 'salt_unit': 'g', 'fruits-vegetables-nuts_100g': 37.5, 'nova-group_100g': 4, 'nova-group': 4, 'fiber_100g': 1.6, 'nutrition-score-fr': 17, 'energy-kcal_value': 426, 'sodium_100g': 1.2, 'salt': 3, 'fruits-vegetables-nuts_serving': 37.5, 'sodium': 1.2, 'fiber': 1.6, 'fiber_unit': 'g', 'sugars_value': 3.3, 'energy': 1782, 'energy-kcal': 426, 'fruits-vegetables-nuts_value': 37.5, 'energy_100g': 1782}",1782.0,426.0,3.5,40.0,13.3,3.3,0.0,2.5,1.2,3.0,17.0,1.6,4.0,1.0,20150316
854,2453,8076809545938,BARILLA,BARILLA | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,135,POT,1CT,STD,0.0,0.0,8076809545938,SAUCES_POUR_FECULENTS_POT_BARILLA_PESTO_PF_PESTO_VERD_1CT_135G_*_NON_BIO,2453,SAUCES_POUR_FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,2454,8076809513746,BARILLA,BARILLA | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,5988.200000000003,6.3,8076809513746,SAUCES_POUR_FECULENTS_POT_BARILLA_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2454,SAUCES_POUR_FECULENTS,1,8076809513746,Barilla i Pesti alla GENOVESE,Barilla i Pesti alla GENOVESE,Barilla,['barilla'],['barilla'],47g,47.0,"['en:austria', 'en:france', 'en:germany', 'en:luxembourg', 'en:switzerland']",[],,luxembourg,"['en:austria', 'en:france', 'en:germany', 'en:luxembourg', 'en:switzerland']","Groceries, Sauces, en:green-pestos",{},Fat and sauces,Dressings and sauces,en:green-pestos,20150316.jqm2,11.0,"huile de tournesol 46,1%, basilic 31%, noix de cajou, arômes naturels, fromage Grana Padano AOP 4,6%, sel, fromage Pecorino Romano AOP 1,2%, sucre, huile d'olive vierge extra 1%, extrait de basilic, ail","['huile de tournesol', 'basilic', 'noix de cajou', 'arômes naturels', 'fromage Grana Padano AOP', 'sel', 'fromage Pecorino Romano AOP', 'sucre', ""huile d'olive vierge extra"", 'extrait de basilic', 'ail']","[{'text': 'sel', 'vegetarian': 'yes', 'id': 'en:salt', 'vegan': 'yes', 'percent_min': 1.2, 'rank': 6, 'percent_max': 3.4250000000000056}]",3.4250000000000056,1.2,"[{'from_palm_oil': 'no', 'vegetarian': 'yes', 'text': 'huile de tournesol', 'percent_min': 46.1, 'percent': 46.1, 'percent_max': 46.1, 'rank': 1, 'vegan': 'yes', 'id': 'en:sunflower-oil'}]",46.1,46.1,huile de tournesol,"{'sugars_value': 4, 'fat_serving': 24.4, 'energy_value': 2119, 'fat_value': 52, 'carbohydrates': 5.5, 'carbon-footprint-from-known-ingredients_serving': 57.6, 'nova-group': 4, 'salt_unit': 'g', 'carbohydrates_unit': 'g', 'fiber': 5, 'energy-kj_unit': 'kj', 'saturated-fat_100g': 5.3, 'energy_100g': 2119, 'fiber_value': 5, 'proteins_serving': 2.35, 'saturated-fat': 5.3, 'sodium_value': 1.3, 'carbohydrates_serving': 2.58, 'nova-group_100g': 4, 'fat': 52, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5.6, 'fat_100g': 52, 'carbon-footprint-from-known-ingredients_product': 233, 'fat_unit': 'g', 'carbon-footprint-from-known-ingredients_100g': 122.46000000000001, 'saturated-fat_value': 5.3, 'fiber_serving': 2.35, 'sodium_serving': 0.611, 'sugars': 4, 'sugars_unit': 'g', 'energy-kcal_value': 514, 'energy-kcal_serving': 242, 'sodium': 1.3, 'energy-kj': 2119, 'nova-group_serving': 4, 'saturated-fat_unit': 'g', 'energy_serving': 996, 'salt': 3.25, 'proteins_unit': 'g', 'carbohydrates_100g': 5.5, 'energy': 2119, 'fiber_100g': 5, 'salt_serving': 1.53, 'saturated-fat_serving': 2.49, 'energy_unit': 'kj', 'sugars_100g': 4, 'energy-kj_100g': 2119, 'fiber_unit': 'g', 'energy-kj_value': 2119, 'proteins': 5, 'energy-kcal': 514, 'salt_value': 3.25, 'carbohydrates_value': 5.5, 'sodium_100g': 1.3, 'nutrition-score-fr': 16, 'energy-kcal_100g': 514, 'energy-kcal_unit': 'kcal', 'sodium_unit': 'g', 'proteins_100g': 5, 'salt_100g': 3.25, 'sugars_serving': 1.88, 'nutrition-score-fr_100g': 16, 'proteins_value': 5, 'energy-kj_serving': 996}",2119.0,514.0,5.3,52.0,5.5,4.0,5.6,5.0,1.3,3.25,16.0,5.0,4.0,1.0,20150316
856,2455,8076809513753,BARILLA,BARILLA | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,10428060.8,9563478.3,8076809513753,SAUCES_POUR_FECULENTS_POT_BARILLA_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2455,SAUCES_POUR_FECULENTS,1,8076809513753,Sauce Pesto Genovese,Sauce Pesto Genovese,Barilla,['barilla'],['barilla'],47g,47.0,"['en:australia', 'en:belgium', 'en:france', 'en:germany', 'en:italy', 'en:luxembourg', 'en:spain', 'en:switzerland']",[],"Italie,Italy","france,pessac,royan,Australia,ITALIA","['en:australia', 'en:belgium', 'en:france', 'en:germany', 'en:italy', 'en:luxembourg', 'en:spain', 'en:switzerland']","Epicerie, Sauces, Sauces pour pâtes, Sauces Pesto, Pestos au basilic","{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}",Fat and sauces,Dressings and sauces,en:green-pestos,20150316.jqm2,17.0,"Huile de tournesol, basilic 30%, NOIX DE CAJOU, fromage Parmigiano Reggiano AOP 5% (LAIT), fibre de maïs, lactosérum en poudre (LAIT), sel, protéines de LAIT, huile d'olive vierge extra, extrait de basilic, arômes naturels (LAIT), correcteur d'acidité : acide lactique, ail","['Huile de tournesol', 'basilic', 'NOIX DE CAJOU', 'fromage Parmigiano Reggiano AOP', 'fibre de maïs', 'lactosérum en poudre', 'sel', 'protéines de LAIT', ""huile d'olive vierge extra"", 'extrait de basilic', 'arômes naturels', ""correcteur d'acidité"", 'ail', 'LAIT', 'LAIT', 'LAIT', 'acide lactique']","[{'percent_min': 0, 'percent_max': '5', 'vegan': 'yes', 'rank': 7, 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",5.0,0.0,"[{'rank': 1, 'from_palm_oil': 'no', 'percent_min': '30', 'vegetarian': 'yes', 'percent_max': 60, 'vegan': 'yes', 'id': 'en:sunflower-oil', 'text': 'Huile de tournesol'}]",60.0,30.0,Huile de tournesol,"{'energy-kcal_value': 488, 'sodium_100g': 1.2, 'nutrition-score-fr': 16, 'energy': 2042, 'sugars_value': 4.5, 'fiber': 5, 'fiber_unit': 'g', 'energy_100g': 2042, 'energy-kcal': 488, 'fruits-vegetables-nuts_value': 35, 'salt': 3, 'fruits-vegetables-nuts_serving': 35, 'proteins_serving': 2.35, 'sodium': 1.2, 'fruits-vegetables-nuts_unit': 'g', 'carbon-footprint-from-known-ingredients_serving': 1.22, 'sugars_unit': 'g', 'energy_serving': 960, 'fiber_serving': 2.35, 'nova-group': 4, 'fat_serving': 22.1, 'fiber_100g': 5, 'salt_unit': 'g', 'sugars_100g': 4.5, 'saturated-fat_serving': 2.49, 'fruits-vegetables-nuts_100g': 35, 'nova-group_100g': 4, 'proteins': 5, 'energy_value': 488, 'proteins_unit': 'g', 'sodium_serving': 0.5640000000000001, 'salt_serving': 1.41, 'carbohydrates_100g': 8.8, 'carbohydrates_serving': 4.14, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 4.9399999999999995, 'sodium_value': 1.2, 'salt_100g': 3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5, 'fat': 47, 'energy-kcal_serving': 229, 'fat_unit': 'g', 'salt_value': 3, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 4.5, 'proteins_value': 5, 'carbohydrates_value': 8.8, 'fat_value': 47, 'energy-kcal_100g': 488, 'fiber_value': 5, 'sugars_serving': 2.11, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 5.3, 'saturated-fat': 5.3, 'fruits-vegetables-nuts': 35, 'proteins_100g': 5, 'carbohydrates': 8.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.3, 'nutrition-score-fr_100g': 16, 'fat_100g': 47}",2042.0,488.0,5.3,47.0,8.8,4.5,5.0,5.0,1.2,3.0,16.0,5.0,4.0,1.0,20150316
857,2456,8076809537995,BARILLA,BARILLA | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,2CT,PROMO,790738.2999999998,655711.1000000001,8076809537995,SAUCES_POUR_FECULENTS_POT_BARILLA_PESTO_PF_PESTO_VERD_2CT_190G_PRIX_NON_BIO,2456,SAUCES_POUR_FECULENTS,1,8076809537995,Lot 2 sauces Pesto Genovese,Lot 2 sauces Pesto Genovese,Barilla,['barilla'],['barilla'],,,"['en:france', 'en:switzerland']",[],Italie,France,"['en:france', 'en:switzerland']","Epicerie, Sauces, Sauces Pesto, Pestos au basilic","{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}",Fat and sauces,Dressings and sauces,en:green-pestos,20120622,17.0,"Huile de tournesol, basilic 30%, NOIX DE CAJOU, fromage Parmigiano Reggiano AOP 5% (LAIT), fibre de maïs, lactosérum en poudre (LAIT), sel, protéines de LAIT, huile d'olive vierge extra, extrait de basilic, arômes naturels (LAIT), correcteur d'acidité : acide lactique, ail. Peut contenir des traces d'autres FRUITS À COQUE.","['Huile de tournesol', 'basilic', 'NOIX DE CAJOU', 'fromage Parmigiano Reggiano AOP', 'fibre de maïs', 'lactosérum en poudre', 'sel', 'protéines de LAIT', ""huile d'olive vierge extra"", 'extrait de basilic', 'arômes naturels', ""correcteur d'acidité"", 'ail', 'LAIT', 'LAIT', 'LAIT', 'acide lactique']","[{'id': 'en:salt', 'text': 'sel', 'percent_min': 0, 'vegetarian': 'yes', 'rank': 7, 'vegan': 'yes', 'percent_max': '5'}]",5.0,0.0,"[{'vegan': 'yes', 'percent_max': 60, 'vegetarian': 'yes', 'text': 'Huile de tournesol', 'id': 'en:sunflower-oil', 'rank': 1, 'from_palm_oil': 'no', 'percent_min': '30'}]",60.0,30.0,Huile de tournesol,"{'proteins_100g': 5, 'fruits-vegetables-nuts': 35, 'carbohydrates': 8.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.3, 'nutrition-score-fr_100g': 16, 'fat_100g': 47, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 5.3, 'saturated-fat': 5.3, 'nutrition-score-fr_serving': 16, 'fat_unit': 'g', 'salt_value': 3, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 4.5, 'fat_value': 47, 'proteins_value': 5, 'carbohydrates_value': 8.8, 'energy-kcal_100g': 488, 'fiber_value': 5, 'proteins': 5, 'energy_value': 488, 'proteins_unit': 'g', 'carbohydrates_100g': 8.8, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 9.88, 'sodium_value': 1.2, 'salt_100g': 3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5, 'fat': 47, 'nova-group': 4, 'fiber_100g': 5, 'salt_unit': 'g', 'sugars_100g': 4.5, 'fruits-vegetables-nuts_100g': 35, 'nova-group_100g': 4, 'fruits-vegetables-nuts_unit': 'g', 'sugars_unit': 'g', 'energy': 2042, 'sugars_value': 4.5, 'fiber': 5, 'fiber_unit': 'g', 'fruits-vegetables-nuts_value': 35, 'energy_100g': 2042, 'energy-kcal': 488, 'fruits-vegetables-nuts_serving': 35, 'salt': 3, 'sodium': 1.2, 'nutrition-score-fr': 16, 'energy-kcal_value': 488, 'sodium_100g': 1.2, 'carbon-footprint-from-known-ingredients_100g': 2.6}",2042.0,488.0,5.3,47.0,8.8,4.5,5.0,5.0,1.2,3.0,16.0,5.0,4.0,1.0,20120622
858,2457,8076809543088,BARILLA,BARILLA | PESTO | TOM_SECHE | POT | NON_BIO,PESTO,TOM_SECHE,NON_BIO,PF,200,POT,2CT,STD,0.0,0.0,8076809543088,SAUCES_POUR_FECULENTS_POT_BARILLA_PESTO_PF_TOM_SECHE_2CT_200G_*_NON_BIO,2457,SAUCES_POUR_FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,2458,8076809513418,BARILLA,BARILLA | SCE_POISSON | THON | POT | NON_BIO,SCE_POISSON,THON,NON_BIO,MF,400,POT,1CT,STD,1333.9999999999998,1178.1,8076809513418,SAUCES_POUR_FECULENTS_POT_BARILLA_SCE_POISSON_MF_THON_1CT_400G_*_NON_BIO,2458,SAUCES_POUR_FECULENTS,1,8076809513418,Sauce tomate au thon,Sauce tomate au thon,Barilla,['barilla'],['barilla'],,,"['en:france', 'en:switzerland']",,,,"['en:france', 'en:switzerland']",,{},unknown,unknown,,20150316.jqm2,,,[],[],0.0,0.0,[],0.0,0.0,,"{'sodium_100g': 0.5, 'salt': 1.25, 'sodium': 0.5, 'energy-kj_value': 391, 'energy-kj_unit': 'kJ', 'sugars_value': 5, 'energy': 391, 'fiber_unit': 'g', 'fiber': 2.2, 'energy_100g': 391, 'sugars_unit': 'g', 'energy-kj': 391, 'sugars_100g': 5, 'salt_unit': 'g', 'energy-kj_100g': 391, 'fiber_100g': 2.2, 'energy_unit': 'kJ', 'sodium_value': 0.5, 'salt_100g': 1.25, 'fat': 5, 'proteins': 3.6, 'energy_value': 391, 'proteins_unit': 'g', 'carbohydrates_100g': 7.5, 'fiber_value': 2.2, 'fat_unit': 'g', 'salt_value': 1.25, 'sugars': 5, 'carbohydrates_value': 7.5, 'fat_value': 5, 'proteins_value': 3.6, 'saturated-fat': 0.7, 'sodium_unit': 'g', 'saturated-fat_100g': 0.7, 'carbohydrates_unit': 'g', 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.7, 'fat_100g': 5, 'proteins_100g': 3.6, 'carbohydrates': 7.5}",391.0,,0.7,5.0,7.5,5.0,,3.6,0.5,1.25,,2.2,,1.0,20150316
860,2460,3229820794464,BJORG,BJORG | BIO | BOLOGNESE_VEGETALE | POT | BIO,BIO,BOLOGNESE_VEGETALE,BIO,PF,250,POT,1CT,PROMO,71510.4,132910.4,3229820794464,POUR_FECULENTS_POT_AUT_FAB_BJORG_BIO_PF_BOLOGNESE_VEGETALE_1CT_250G_*_BIO,2460,SAUCES_POUR_FECULENTS,1,3229820794464,Sauce tomate façon bolognaise sans viande bio,Sauce tomate façon bolognaise sans viande bio,Bjorg,['bjorg'],['bjorg'],,,['en:france'],[],,Tours,['en:france'],"Epicerie, Produits à la viande, Sauces, Sauces tomate, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}",Fat and sauces,Dressings and sauces,en:bolognese-sauces,20150316.jqm2,19.0,"Eau, concentré de tomates 26%, tomates* 19,4%, protéines de soja* 5%, huile de - tournesol*, oignons*, sel, carottes*, céleri*, persilt, ail*, basilic* , jus concentré de citron*, romarin*, paprika*, thym*, marjolaine, sarriette, poivre. * ingrédients biologiques.","['Eau', 'concentré de tomates', 'tomates', 'protéines de soja', 'huile de-tournesol', 'oignons', 'sel', 'carottes', 'céleri', 'persilt', 'ail', 'basilic', 'jus concentré de citron', 'romarin', 'paprika', 'thym', 'marjolaine', 'sarriette', 'poivre']","[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'percent_max': '5', 'rank': 7, 'vegan': 'yes', 'percent_min': 0}]",5.0,0.0,[],0.0,0.0,,"{'carbohydrates': 5.9, 'proteins_100g': 4.4, 'fat_100g': 3.3, 'nutrition-score-fr_100g': -1, 'saturated-fat_value': 0.4, 'saturated-fat_unit': 'g', 'saturated-fat_100g': 0.4, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'nutrition-score-fr_serving': -1, 'saturated-fat': 0.4, 'fat_value': 3.3, 'carbohydrates_value': 5.9, 'proteins_value': 4.4, 'sugars': 4.8, 'energy-kcal_unit': 'kcal', 'salt_value': 0.78, 'nova-group_serving': 3, 'fat_unit': 'g', 'fiber_value': 2.6, 'energy-kcal_100g': 76, 'carbohydrates_100g': 5.9, 'proteins_unit': 'g', 'energy_value': 76, 'proteins': 4.4, 'fat': 3.3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 45.4, 'sodium_value': 0.312, 'salt_100g': 0.78, 'carbon-footprint-from-known-ingredients_product': 213, 'energy_unit': 'kcal', 'fiber_100g': 2.6, 'nova-group': 3, 'nova-group_100g': 3, 'sugars_100g': 4.8, 'salt_unit': 'g', 'sugars_unit': 'g', 'energy_100g': 318, 'energy-kcal': 76, 'fiber': 2.6, 'fiber_unit': 'g', 'sugars_value': 4.8, 'energy': 318, 'sodium': 0.312, 'salt': 0.78, 'energy-kcal_value': 76, 'sodium_100g': 0.312, 'nutrition-score-fr': -1, 'carbon-footprint-from-known-ingredients_100g': 85.1}",318.0,76.0,0.4,3.3,5.9,4.8,45.4,4.4,0.312,0.78,-1.0,2.6,3.0,1.0,20150316
861,2461,3229820790763,BJORG,BJORG | BIO | CHAMPIGNON | POT | BIO,BIO,CHAMPIGNON,BIO,PF,280,POT,1CT,STD,5.9,1042.7,3229820790763,SAUCES_POUR_FECULENTS_POT_AUT_FAB_BJORG_BIO_PF_CHAMPIGNON_1CT_280G_*_BIO,2461,SAUCES_POUR_FECULENTS,1,3229820790763,Sauce Champignons bio,Sauce Champignons bio,Bjorg,['bjorg'],['bjorg'],,,['en:france'],[],France,France,['en:france'],"Epicerie, Sauces, Sauces aux champignons","{'ciqual_food_name:en': 'Mushroom sauce, prepacked', 'ciqual_food_name:fr': 'Sauce aux champignons, préemballée'}",Fat and sauces,Dressings and sauces,en:mushroom-sauces,20150316.jqm2,12.0,"Eau, champignons de Paris 15%, vin blanc (contient _sulfites_), amidon de riz, huile de tournesol, crème de riz complet 2%, échalotes, arômes naturel, sel, épaississant : gomme guar, poivre blanc.","['Eau', 'champignons de Paris', 'vin blanc', 'amidon de riz', 'huile de tournesol', 'crème de riz complet', 'échalotes', 'arômes naturel', 'sel', 'épaississant', 'poivre blanc', 'gomme guar']","[{'percent_min': 0, 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 9, 'percent_max': '2', 'id': 'en:salt', 'text': 'sel'}]",2.0,0.0,"[{'rank': 5, 'percent_min': '2', 'from_palm_oil': 'no', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': '15', 'id': 'en:sunflower-oil', 'text': 'huile de tournesol'}]",15.0,2.0,huile de tournesol,"{'nutrition-score-fr_serving': 3, 'saturated-fat': 0.5, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.5, 'sodium_unit': 'g', 'nutrition-score-fr_100g': 3, 'fat_100g': 2.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'carbohydrates': 5.5, 'proteins_100g': 0.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 2.1, 'carbon-footprint-from-known-ingredients_product': 79.8, 'energy_unit': 'kJ', 'sodium_value': 0.32, 'salt_100g': 0.8, 'proteins_unit': 'g', 'carbohydrates_100g': 5.5, 'proteins': 0.8, 'energy_value': 185, 'sugars': 0.5, 'proteins_value': 0.8, 'carbohydrates_value': 5.5, 'fat_value': 2.1, 'fat_unit': 'g', 'nova-group_serving': 4, 'salt_value': 0.8, 'sugars_unit': 'g', 'energy-kj': 185, 'nova-group_100g': 4, 'sugars_100g': 0.5, 'salt_unit': 'g', 'energy-kj_100g': 185, 'nova-group': 4, 'carbon-footprint-from-known-ingredients_100g': 28.5, 'sodium_100g': 0.32, 'nutrition-score-fr': 3, 'energy-kj_value': 185, 'sodium': 0.32, 'energy-kj_unit': 'kJ', 'salt': 0.8, 'energy_100g': 185, 'sugars_value': 0.5, 'energy': 185}",185.0,,0.5,2.1,5.5,0.5,0.0,0.8,0.32,0.8,3.0,,4.0,1.0,20150316
862,2462,3229820790770,BJORG,BJORG | BIO | CURRY | POT | BIO,BIO,CURRY,BIO,PF,280,POT,1CT,STD,3.4,1175.9,3229820790770,SAUCES_POUR_FECULENTS_POT_AUT_FAB_BJORG_BIO_PF_CURRY_1CT_280G_*_BIO,2462,SAUCES_POUR_FECULENTS,1,3229820790770,"Epicerie / Condiments, Aides Culinaires / Sauces","Epicerie / Condiments, Aides Culinaires / Sauces",Bjorg,['bjorg'],['bjorg'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,1.0,etàconsommel,['etàconsommel'],[],0.0,0.0,[],0.0,0.0,,"{'carbohydrates': 4.7, 'proteins_100g': 0.5, 'fat_100g': 0.5, 'saturated-fat_value': 0.5, 'saturated-fat_unit': '', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.5, 'sodium_unit': 'g', 'saturated-fat': 0.5, 'proteins_value': 0.5, 'carbohydrates_value': 4.7, 'fat_value': 0.5, 'energy-kcal_unit': 'kcal', 'sugars': 0.5, 'salt_value': 0.7, 'fat_unit': '', 'fiber_value': 0, 'energy-kcal_100g': 19, 'carbohydrates_100g': 4.7, 'proteins_unit': '', 'energy_value': 19, 'proteins': 0.5, 'fat': 0.5, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'salt_100g': 0.7, 'sodium_value': 0.27999999999999997, 'energy_unit': 'kcal', 'fiber_100g': 0, 'salt_unit': '', 'sugars_100g': 0.5, 'sugars_unit': '', 'energy-kcal': 19, 'energy_100g': 79, 'fiber_unit': '', 'fiber': 0, 'sugars_value': 0.5, 'energy': 79, 'sodium': 0.27999999999999997, 'salt': 0.7, 'energy-kcal_value': 19, 'sodium_100g': 0.27999999999999997}",79.0,19.0,0.5,0.5,4.7,0.5,0.0,0.5,0.28,0.7,,0.0,,1.0,20150316
863,2464,3033710043934,BUITONI,BUITONI | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,420,POT,1CT,STD,0.0,0.0,3033710043934,FECULENTS_POT_ZAPETTI_BUITONI_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_420G_*_NON_BIO,2464,SAUCES_POUR_FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,2465,3033710068746,BUITONI,BUITONI | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,PF,250,POT,1CT,STD,0.0,0.0,3033710068746,SAUCES_POUR_FECULENTS_POT_ZAPETTI_BUITONI_LEGUMES_PF_BASILIC_1CT_250G_*_NON_BIO,2465,SAUCES_POUR_FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
