,EAN13,product_name_fr,product_name,brands,brands_tags_str,brands_tags,serving_size,serving_quantity,countries_hierarchy,cities_tags,manufacturing_places,purchase_places,countries_tags,categories,category_properties,pnns_groups_1,pnns_groups_2,compared_to_category,interface_version_modified,ingredients_n,ingredients_text,ingredients,salt_content,max_salt_content,min_salt_content,oil_content,max_oil_content,min_oil_content,oil_type,nutriments,energy_100g,energy_kcal_100g,saturated_fat_100g,fat_100g,carbohydrates_100g,sugars_100g,fruits_vegetables_nuts_estimate_from_ingredients_100g,proteins_100g,sodium_100g,salt_100g,nutrition_score_fr_100g,fiber_100g,nova_group_100g
542,3760077533630,Sauce tomate mascarpone,Sauce tomate mascarpone,Florelli,['florelli'],['florelli'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,4.0,qucE CUISINÉE À BASE ET IMSCARPONE. Une énéreusement arse orceouàe CUiStnee à cn pô\es à l'italienne. Une {i tétez la sauce qve.qves minufes ou une grande pus rüangezula lactose) PRODUITENITALIE PASSION 47149 BdEe 11.7g,"['qucE CUISINÉE À BASE et IMSCARPONE', ""Une énéreusement arse orceouàe CUiStnee à cn pô\\es à l'italienne"", 'Une', 'i tétez la sauce qve.qves minufes et une grande pus rüangezula lactose) PRODUITENITALIE PASSION 47149 BdEe']",[],0,0,[],0,0,,"{'saturated-fat': 4.3000001907349, 'sodium_value': 0.6800000190734801, 'energy': 640, 'fiber_100g': 2, 'fiber': 2, 'carbohydrates_unit': 'g', 'energy_100g': 640, 'saturated-fat_100g': 4.3000001907349, 'fiber_value': 2, 'carbohydrates_100g': 8.1999998092651, 'salt_unit': 'g', 'carbohydrates': 8.1999998092651, 'saturated-fat_unit': 'g', 'salt': 1.7000000476837, 'proteins_unit': 'g', 'fat_value': 12, 'sodium': 0.6800000190734801, 'sugars_value': 5.5, 'energy-kcal_value': 153, 'energy_value': 153, 'proteins_value': 2.5999999046326, 'sugars_unit': 'g', 'proteins_100g': 2.5999999046326, 'salt_100g': 1.7000000476837, 'sugars': 5.5, 'energy-kcal_100g': 153, 'fat_unit': 'g', 'energy-kcal_unit': 'kcal', 'saturated-fat_value': 4.3000001907349, 'sodium_unit': 'g', 'carbohydrates_value': 8.1999998092651, 'sodium_100g': 0.6800000190734801, 'energy-kcal': 153, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat_100g': 12, 'salt_value': 1.7000000476837, 'fat': 12, 'proteins': 2.5999999046326, 'fiber_unit': '', 'sugars_100g': 5.5, 'energy_unit': 'kcal'}",640.0,153.0,4.3000001907349,12.0,8.1999998092651,5.5,0.0,2.5999999046326,0.6800000190734801,1.7000000476837,,2.0,
543,3760077533647,,,,nan,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,,,,[],[],0,0,[],0,0,,{},,,,,,,,,,,,,
544,3760077533654,Sauce aux tomates cerises et parmesan,Sauce aux tomates cerises et parmesan,Florelli ,['florelli'],['florelli'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,{},,,,,,,,,,,,,
545,3760077533661,"Sauce aux tomates cerise, gorgonzola et oignon","Sauce aux tomates cerise, gorgonzola et oignon",,nan,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'salt_unit': '', 'sugars_100g': 5.5, 'sugars_unit': '', 'sodium': 0.6799999999999999, 'salt': 1.7, 'energy-kcal': 159, 'energy_100g': 665, 'energy': 665, 'sugars_value': 5.5, 'sodium_100g': 0.6799999999999999, 'energy-kcal_value': 159, 'fat_100g': 11.3, 'saturated-fat_unit': '', 'saturated-fat_value': 3.1, 'carbohydrates': 7.8, 'proteins_100g': 4.7, 'saturated-fat': 3.1, 'saturated-fat_100g': 3.1, 'carbohydrates_unit': '', 'sodium_unit': 'g', 'energy-kcal_100g': 159, 'energy-kcal_unit': 'kcal', 'sugars': 5.5, 'proteins_value': 4.7, 'carbohydrates_value': 7.8, 'fat_value': 11.3, 'fat_unit': '', 'salt_value': 1.7, 'fat': 11.3, 'energy_unit': 'kcal', 'sodium_value': 0.6799999999999999, 'salt_100g': 1.7, 'proteins_unit': '', 'carbohydrates_100g': 7.8, 'proteins': 4.7, 'energy_value': 159}",665.0,159.0,3.1,11.3,7.8,5.5,,4.7,0.6799999999999999,1.7,,,
546,3760077534002,Sauce tomate a l'huile d'olive Arrabbiata,Sauce tomate a l'huile d'olive Arrabbiata,Florelli,['florelli'],['florelli'],,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauces pour pâtes, Sauces Arrabiata",{},Fat and sauces,Dressings and sauces,en:arrabbiata-sauces,20150316.jqm2,8,"pulpe de tomate* 87%, concentré de tomate*/ hUlle d'olive vierge extra* 1%/ oignon* , sel marin/ origan*/ ail*/ piment* 0/18%. *Produits issus de l'agriculture biologique","['pulpe de tomate', 'concentré de tomate', ""hUlle d'olive vierge extra"", 'oignon', 'sel marin', 'origan', 'ail', 'piment 0']","[{'text': 'sel marin', 'id': 'en:sea-salt', 'vegan': 'yes', 'rank': 5, 'vegetarian': 'yes'}]",0,0,[],0,0,,"{'sugars_unit': '', 'sugars_100g': 6.2, 'salt_unit': '', 'nova-group_100g': 3, 'nova-group': 3, 'fiber_100g': 1.2, 'carbon-footprint-from-known-ingredients_100g': 121.8, 'sodium_100g': 0.32, 'energy-kcal_value': 45, 'nutrition-score-fr': -3, 'salt': 0.8, 'sodium': 0.32, 'energy': 188, 'sugars_value': 6.2, 'fiber_unit': '', 'fiber': 1.2, 'energy-kcal': 45, 'energy_100g': 188, 'saturated-fat': 0.2, 'nutrition-score-fr_serving': -3, 'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.2, 'saturated-fat_unit': '', 'saturated-fat_value': 0.2, 'nutrition-score-fr_100g': -3, 'fat_100g': 1.2, 'proteins_100g': 1.7, 'carbohydrates': 7, 'energy_unit': 'kcal', 'sodium_value': 0.32, 'salt_100g': 0.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 87, 'fat': 1.2, 'proteins': 1.7, 'energy_value': 45, 'proteins_unit': '', 'carbohydrates_100g': 7, 'energy-kcal_100g': 45, 'fiber_value': 1.2, 'fat_unit': '', 'salt_value': 0.8, 'nova-group_serving': 3, 'sugars': 6.2, 'energy-kcal_unit': 'kcal', 'fat_value': 1.2, 'proteins_value': 1.7, 'carbohydrates_value': 7}",188.0,45.0,0.2,1.2,7.0,6.2,87.0,1.7,0.32,0.8,-3.0,1.2,3.0
547,3760077534019,Sauce tomate à l'huile d'olive Basilic,Sauce tomate à l'huile d'olive Basilic,Florelli,['florelli'],['florelli'],,,['en:france'],[],Italie,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,6,"Pulpe de tomate 86%, concentré de tomate, huile d'olive vierge extra 1%, oignon, sel marin, basilic 0,8%","['Pulpe de tomate', 'concentré de tomate', ""huile d'olive vierge extra"", 'oignon', 'sel marin', 'basilic']","[{'id': 'en:sea-salt', 'text': 'sel marin', 'percent_min': '0.8', 'vegetarian': 'yes', 'percent_max': '1', 'vegan': 'yes', 'rank': 5}]",1,0.8,[],0,0,,"{'energy_value': 190, 'proteins': 1.1, 'carbohydrates_100g': 7.6, 'proteins_unit': 'g', 'carbon-footprint-from-known-ingredients_100g': 122.99999999999999, 'carbon-footprint-from-known-ingredients_product': 357, 'energy_unit': 'kJ', 'fat': 1.2, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 90.6, 'nova-group_serving': 3, 'energy': 190, 'fat_unit': 'g', 'carbohydrates_value': 7.6, 'fat_value': 1.2, 'proteins_value': 1.1, 'energy_100g': 190, 'energy-kj_value': 190, 'energy-kj_unit': 'kJ', 'carbohydrates_unit': 'g', 'energy-kj': 190, 'proteins_100g': 1.1, 'nova-group': 3, 'carbohydrates': 7.6, 'energy-kj_100g': 190, 'nova-group_100g': 3, 'fat_100g': 1.2}",190.0,,,1.2,7.6,,90.6,1.1,,,,,3.0
548,3760077534033,Sauce tomate à l'huile d'olive légumes du soleil,Sauce tomate à l'huile d'olive légumes du soleil,"Florelli Bio,Florelli","['florelli-bio', 'florelli']","['florelli-bio', 'florelli']",,,['en:france'],[],Italie,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,11,"pulpe de tomate* 77%, concentré de tomate*, poivrons*, huile d'olive vierge extra* 2,5%, oignon*, aubergines*, carottes*, courgettes*, sel marin, origan*, persil*. *Produits issus de l'agriculture biologique.","['pulpe de tomate', 'concentré de tomate', 'poivrons', ""huile d'olive vierge extra"", 'oignon', 'aubergines', 'carottes', 'courgettes', 'sel marin', 'origan', 'persil']","[{'vegan': 'yes', 'rank': 9, 'percent_max': '2.5', 'vegetarian': 'yes', 'percent_min': 0, 'text': 'sel marin', 'id': 'en:sea-salt'}]",2.5,0,[],0,0,,"{'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.4, 'saturated-fat': 0.4, 'nutrition-score-fr_serving': -2, 'proteins_100g': 1.6, 'carbohydrates': 6.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.4, 'nutrition-score-fr_100g': -2, 'fat_100g': 2.7, 'proteins': 1.6, 'energy_value': 242, 'proteins_unit': 'g', 'carbohydrates_100g': 6.8, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 331, 'sodium_value': 0.32, 'salt_100g': 0.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 84.5, 'fat': 2.7, 'fat_unit': 'g', 'salt_value': 0.8, 'nova-group_serving': 3, 'sugars': 5.9, 'carbohydrates_value': 6.8, 'proteins_value': 1.6, 'fat_value': 2.7, 'fiber_value': 1.2, 'energy-kj': 242, 'sugars_unit': 'g', 'nova-group': 3, 'fiber_100g': 1.2, 'salt_unit': 'g', 'sugars_100g': 5.9, 'energy-kj_100g': 242, 'nova-group_100g': 3, 'nutrition-score-fr': -2, 'sodium_100g': 0.32, 'carbon-footprint-from-known-ingredients_100g': 114.3, 'sugars_value': 5.9, 'energy': 242, 'fiber': 1.2, 'fiber_unit': 'g', 'energy_100g': 242, 'salt': 0.8, 'energy-kj_value': 242, 'sodium': 0.32, 'energy-kj_unit': 'kJ'}",242.0,,0.4,2.7,6.8,5.9,84.5,1.6,0.32,0.8,-2.0,1.2,3.0
549,3760077534200,Pasta & Bruschetta,Pasta & Bruschetta,Pernici,['pernici'],['pernici'],,,['en:france'],[],Italie,,['en:france'],"Epicerie, Sauces, Sauces pour pâtes",{},Fat and sauces,Dressings and sauces,en:pasta-sauces,20120622,21,"artichauts (33%), huile de tournesol, _mascarpone_ (crème de _lait_, correcteur d'acidité : acide citrique) (11%) (contient du _lactose_), double concentré de tomate (11%), eau, oignon, _beurre_ (contient du _lactose_), pulpe de tomate, sel, amidon de maïs, sucre, persil, ail, basilic, poivre, correcteur d'acidité : acide lactique, lécithine de _soja_.","['artichauts', 'huile de tournesol', '_mascarpone_', 'double concentré de tomate', 'eau', 'oignon', '_beurre_', 'pulpe de tomate', 'sel', 'amidon de maïs', 'sucre', 'persil', 'ail', 'basilic', 'poivre', ""correcteur d'acidité"", 'lécithine de _soja_', 'crème de _lait_', ""correcteur d'acidité"", 'acide lactique', 'acide citrique']","[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'rank': 9, 'vegan': 'yes', 'percent_max': 6.428571428571429, 'percent_min': 0}]",6.428571428571429,0,"[{'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'percent_max': '33', 'vegan': 'yes', 'vegetarian': 'yes', 'rank': 2, 'from_palm_oil': 'no', 'percent_min': '11'}]",33,11,huile de tournesol,"{'energy-kj': 977, 'sugars_unit': 'g', 'nova-group': 3, 'fiber_100g': 1.7, 'energy-kj_100g': 977, 'sugars_100g': 4.5, 'salt_unit': 'g', 'nova-group_100g': 3, 'sodium_100g': 1, 'nutrition-score-fr': 17, 'carbon-footprint-from-known-ingredients_100g': 114.4, 'fiber': 1.7, 'fiber_unit': 'g', 'energy': 977, 'sugars_value': 4.5, 'energy_100g': 977, 'salt': 2.5, 'sodium': 1, 'energy-kj_unit': 'kJ', 'energy-kj_value': 977, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 7.4, 'saturated-fat': 7.4, 'nutrition-score-fr_serving': 17, 'proteins_100g': 2.2, 'carbohydrates': 6.6, 'saturated-fat_value': 7.4, 'saturated-fat_unit': 'g', 'fat_100g': 22, 'nutrition-score-fr_100g': 17, 'energy_value': 977, 'proteins': 2.2, 'carbohydrates_100g': 6.6, 'proteins_unit': 'g', 'sodium_value': 1, 'salt_100g': 2.5, 'carbon-footprint-from-known-ingredients_product': 217, 'energy_unit': 'kJ', 'fat': 22, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 44, 'salt_value': 2.5, 'nova-group_serving': 3, 'fat_unit': 'g', 'proteins_value': 2.2, 'carbohydrates_value': 6.6, 'fat_value': 22, 'sugars': 4.5, 'fiber_value': 1.7}",977.0,,7.4,22.0,6.6,4.5,44.0,2.2,1.0,2.5,17.0,1.7,3.0
550,3760077534309,Sauce Tomate Bolognaise,Sauce Tomate Bolognaise,Pernici,['pernici'],['pernici'],,,['en:france'],[],,,['en:france'],"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}",Fat and sauces,Dressings and sauces,en:bolognese-sauces,20150316.jqm2,12,"pulpe de tomate 65%, concentré de tomate, viande de bœuf 6%, viande de porc 6%, huile d'olive vierge extra 2%, carotte 1,8%, oignon 1%, sucre, céleri 1%, sel, poivre noir, acide lactique.","['pulpe de tomate', 'concentré de tomate', 'viande de bœuf', 'viande de porc', ""huile d'olive vierge extra"", 'carotte', 'oignon', 'sucre', 'céleri', 'sel', 'poivre noir', 'acide lactique']","[{'percent_min': 0, 'rank': 10, 'vegan': 'yes', 'percent_max': '1', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",1,0,[],0,0,,"{'proteins_100g': 3.6, 'nova-group': 3, 'carbohydrates': 7.1, 'energy-kj_100g': 334, 'fat_100g': 4.1, 'nova-group_100g': 3, 'carbohydrates_unit': 'g', 'energy-kj': 334, 'carbon-footprint-from-meat-or-fish_product': 752, 'fat_unit': 'g', 'energy': 334, 'nova-group_serving': 3, 'energy_100g': 334, 'fat_value': 4.1, 'proteins_value': 3.6, 'carbohydrates_value': 7.1, 'energy-kj_value': 334, 'energy-kj_unit': 'kJ', 'proteins': 3.6, 'energy_value': 334, 'proteins_unit': 'g', 'carbohydrates_100g': 7.1, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 1040, 'carbon-footprint-from-meat-or-fish_100g': 259.2, 'carbon-footprint-from-known-ingredients_100g': 357.34, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 76.8, 'fat': 4.1}",334.0,,,4.1,7.1,,76.8,3.6,,,,,3.0
551,3760077534316,Sauce tomate Arrabbiata,Sauce tomate Arrabbiata,Pernici,['pernici'],['pernici'],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauces pour pâtes, Sauces Arrabiata",{},Fat and sauces,Dressings and sauces,en:arrabbiata-sauces,20120622,9,"Pulpe de tomate 83%, concentré de tomate, oignon, huile d'olive vierge extra 2%, sel, sucre, origan, piment 0,3%, ail arôme","['Pulpe de tomate', 'concentré de tomate', 'oignon', ""huile d'olive vierge extra"", 'sel', 'sucre', 'origan', 'piment', 'ail arôme']","[{'id': 'en:salt', 'text': 'sel', 'percent_min': '0.3', 'vegetarian': 'yes', 'rank': 5, 'vegan': 'yes', 'percent_max': '2'}]",2,0.3,[],0,0,,"{'proteins': 1.7, 'energy_value': 234, 'proteins_unit': 'g', 'carbohydrates_100g': 7.4, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 355, 'sodium_value': 0.32, 'salt_100g': 0.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 89.425, 'fat': 2.2, 'fat_unit': 'g', 'salt_value': 0.8, 'nova-group_serving': 3, 'sugars': 6.5, 'carbohydrates_value': 7.4, 'fat_value': 2.2, 'proteins_value': 1.7, 'fiber_value': 1.2, 'sodium_unit': 'g', 'saturated-fat_100g': 0.3, 'carbohydrates_unit': 'g', 'saturated-fat': 0.3, 'nutrition-score-fr_serving': -3, 'proteins_100g': 1.7, 'carbohydrates': 7.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'nutrition-score-fr_100g': -3, 'fat_100g': 2.2, 'sodium_100g': 0.32, 'nutrition-score-fr': -3, 'carbon-footprint-from-known-ingredients_100g': 122.41999999999999, 'energy': 234, 'sugars_value': 6.5, 'fiber': 1.2, 'fiber_unit': 'g', 'energy_100g': 234, 'salt': 0.8, 'energy-kj_value': 234, 'sodium': 0.32, 'energy-kj_unit': 'kJ', 'energy-kj': 234, 'sugars_unit': 'g', 'nova-group': 3, 'fiber_100g': 1.2, 'sugars_100g': 6.5, 'salt_unit': 'g', 'energy-kj_100g': 234, 'nova-group_100g': 3}",234.0,,0.3,2.2,7.4,6.5,89.425,1.7,0.32,0.8,-3.0,1.2,3.0
552,3760077534323,Sauce tomate basilic à l huile d olive,Sauce tomate basilic à l huile d olive,Pernic,['pernic'],['pernic'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,4,"Aede tomate concentré de tomate, extra 2*6, oignon, basilic POUR 4 PERSONNES.","['Aede tomate concentré de tomate', 'extra 2*6', 'oignon', 'basilic POUR 4 PERSONNES']",[],0,0,[],0,0,,"{'energy-kcal_value': 55, 'sodium_100g': 0.32, 'energy-kcal': 55, 'energy_100g': 230, 'fiber': 1.1, 'fiber_unit': '', 'sugars_value': 6.4, 'energy': 230, 'sodium': 0.32, 'salt': 0.8, 'sugars_unit': '', 'fiber_100g': 1.1, 'salt_unit': '', 'sugars_100g': 6.4, 'carbohydrates_100g': 7.2, 'proteins_unit': '', 'energy_value': 55, 'proteins': 1.7, 'fat': 2.1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'salt_100g': 0.8, 'sodium_value': 0.32, 'energy_unit': 'kcal', 'fat_value': 2.1, 'carbohydrates_value': 7.2, 'proteins_value': 1.7, 'sugars': 6.4, 'energy-kcal_unit': 'kcal', 'salt_value': 0.8, 'fat_unit': '', 'fiber_value': 1.1, 'energy-kcal_100g': 55, 'carbohydrates_unit': '', 'saturated-fat_100g': 0.3, 'sodium_unit': 'g', 'saturated-fat': 0.3, 'carbohydrates': 7.2, 'proteins_100g': 1.7, 'fat_100g': 2.1, 'saturated-fat_value': 0.3, 'saturated-fat_unit': ''}",230.0,55.0,0.3,2.1,7.2,6.4,0.0,1.7,0.32,0.8,,1.1,
553,3760077534330,Sauce tomate aubergine et basilic,Sauce tomate aubergine et basilic,Pernici,['pernici'],['pernici'],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20150316.jqm2,11,"Pulpe de tomate 68%, concentré de tomate, aubergines 14%, oignon, huile d'olive vierge extra 1,5%, sel, sucre, ail, basilic 0,2%, origan, arôme","['Pulpe de tomate', 'concentré de tomate', 'aubergines', 'oignon', ""huile d'olive vierge extra"", 'sel', 'sucre', 'ail', 'basilic', 'origan', 'arôme']","[{'vegan': 'yes', 'percent_max': 1, 'rank': 6, 'vegetarian': 'yes', 'percent_min': '0.2', 'text': 'sel', 'id': 'en:salt'}]",1,0.2,[],0,0,,"{'sodium': 0.32, 'energy-kj_unit': 'kJ', 'energy-kj_value': 201, 'salt': 0.8, 'energy_100g': 201, 'fiber': 1.3, 'fiber_unit': 'g', 'sugars_value': 5.9, 'energy': 201, 'carbon-footprint-from-known-ingredients_100g': 185.9, 'nutrition-score-fr': -2, 'sodium_100g': 0.32, 'nova-group_100g': 4, 'energy-kj_100g': 201, 'sugars_100g': 5.9, 'salt_unit': 'g', 'fiber_100g': 1.3, 'nova-group': 4, 'sugars_unit': 'g', 'energy-kj': 201, 'fiber_value': 1.3, 'carbohydrates_value': 6.6, 'fat_value': 1.7, 'proteins_value': 1.5, 'sugars': 5.9, 'salt_value': 0.8, 'nova-group_serving': 4, 'fat_unit': 'g', 'fat': 1.7, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 99.2, 'salt_100g': 0.8, 'sodium_value': 0.32, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 539, 'carbohydrates_100g': 6.6, 'proteins_unit': 'g', 'energy_value': 201, 'proteins': 1.5, 'fat_100g': 1.7, 'nutrition-score-fr_100g': -2, 'saturated-fat_value': 0.2, 'saturated-fat_unit': 'g', 'carbohydrates': 6.6, 'proteins_100g': 1.5, 'nutrition-score-fr_serving': -2, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.2, 'carbohydrates_unit': 'g', 'sodium_unit': 'g'}",201.0,,0.2,1.7,6.6,5.9,99.2,1.5,0.32,0.8,-2.0,1.3,4.0
554,3760077534828,Le Pesto alla calabrese,Le Pesto alla calabrese,Florelli,['florelli'],['florelli'],,,['en:france'],[],,,['en:france'],"Epicerie, Sauces, Sauces Pesto, it:Pesto alla calabrese","{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}",Fat and sauces,Dressings and sauces,en:pestos,20150316.jqm2,20,"Poivrons rouges (40,8%), huile d'olive, ricott dure salee (15,4%) (lactosérum de brebis, sel), dextrose, oignons 549%), double concentré de tomate, fromage ';Pecorino Romano AOP'; (lait de brebis, sel, présure), sel, amidon de mais, correcteur d'acidité : acide lactique, Sucre, piment en poudre (0.05%), origan.","['Poivrons rouges', ""huile d'olive"", 'ricott dure salee', 'dextrose', 'oignons', 'double concentré de tomate', 'fromage', 'Pecorino Romano AOP', 'sel', 'amidon de mais', ""correcteur d'acidité"", 'Sucre', 'piment', 'origan', 'lactosérum de brebis', 'sel', 'lait de brebis', 'sel', 'présure', 'acide lactique']","[{'rank': 9, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}, {'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes'}, {'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes'}]",0,0,"[{'id': 'en:olive-oil', 'text': ""huile d'olive"", 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 2, 'from_palm_oil': 'no'}]",0,0,,"{'fiber_100g': 1.1, 'nova-group': 4, 'nova-group_100g': 4, 'salt_unit': 'g', 'sugars_100g': 8.3, 'sugars_unit': 'g', 'energy-kcal': 295, 'energy_100g': 1234, 'sugars_value': 8.3, 'energy': 1234, 'fiber': 1.1, 'fiber_unit': 'g', 'sodium': 0.52, 'salt': 1.3, 'sodium_100g': 0.52, 'nutrition-score-fr': 7, 'energy-kcal_value': 295, 'carbon-footprint-from-known-ingredients_100g': 366.29, 'carbohydrates': 11, 'proteins_100g': 3.6, 'nutrition-score-fr_100g': 7, 'fat_100g': 26, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.5, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 6.5, 'sodium_unit': 'g', 'nutrition-score-fr_serving': 7, 'saturated-fat': 6.5, 'energy-kcal_unit': 'kcal', 'sugars': 8.3, 'carbohydrates_value': 11, 'fat_value': 26, 'proteins_value': 3.6, 'fat_unit': 'g', 'salt_value': 1.3, 'nova-group_serving': 4, 'fiber_value': 1.1, 'energy-kcal_100g': 295, 'proteins_unit': 'g', 'carbohydrates_100g': 11, 'proteins': 3.6, 'energy_value': 295, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 549.05, 'fat': 26, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 696, 'sodium_value': 0.52, 'salt_100g': 1.3}",1234.0,295.0,6.5,26.0,11.0,8.3,549.05,3.6,0.52,1.3,7.0,1.1,4.0
