,EAN13,ingredients_n,compared_to_category,pnns_groups_1,ingredients_text,countries_hierarchy,ingredients,serving_size,category_properties,product_name_fr,brands,manufacturing_places,product_name,categories,nutriments,serving_quantity,cities_tags,pnns_groups_2,interface_version_modified,salt_content,oil_content
388,8032817244539,9.0,fr:condiments-a-tartiner,unknown,"Pepperoni (70 %), huile de tournesol, sel, vinaigre de vin, sucre, ail, épices, acidifiant : acide citrique.",['en:france'],"['Pepperoni', 'huile de tournesol', 'sel', 'vinaigre de vin', 'sucre', 'ail', 'épices', 'acidifiant', 'acide citrique']",,{},pane & pasta di peperoni,Agromonte,Italie,pane & pasta di peperoni,"Produits à tartiner, Condiments à tartiner","{'nutrition-score-fr_100g': 4, 'fat_100g': 15, 'saturated-fat_unit': '', 'saturated-fat_value': 1.6, 'carbohydrates': 6.7, 'proteins_100g': 0, 'nutrition-score-fr_serving': 4, 'saturated-fat': 1.6, 'carbohydrates_unit': '', 'saturated-fat_100g': 1.6, 'sodium_unit': 'g', 'energy-kcal_100g': 168, 'energy-kcal_unit': 'kcal', 'sugars': 3.3, 'carbohydrates_value': 6.7, 'fat_value': 15, 'proteins_value': 0, 'fat_unit': '', 'nova-group_serving': 3, 'salt_value': 0.75, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 15, 'energy_unit': 'kcal', 'salt_100g': 0.75, 'sodium_value': 0.3, 'proteins_unit': '', 'carbohydrates_100g': 6.7, 'proteins': 0, 'energy_value': 168, 'fruits-vegetables-nuts-estimate_unit': '', 'fruits-vegetables-nuts-estimate_serving': 70, 'nova-group_100g': 3, 'salt_unit': '', 'sugars_100g': 3.3, 'fruits-vegetables-nuts-estimate_label': '0', 'nova-group': 3, 'sugars_unit': '', 'fruits-vegetables-nuts-estimate_value': 70, 'sodium': 0.3, 'salt': 0.75, 'energy-kcal': 168, 'energy_100g': 703, 'energy': 703, 'sugars_value': 3.3, 'fruits-vegetables-nuts-estimate': 70, 'sodium_100g': 0.3, 'fruits-vegetables-nuts-estimate_100g': 70, 'nutrition-score-fr': 4, 'energy-kcal_value': 168}",,[],unknown,20150316.jqm2,"[{'id': 'en:salt', 'text': 'sel', 'percent_min': 0, 'vegetarian': 'yes', 'percent_max': 25.714285714285708, 'rank': 3, 'vegan': 'yes'}]","[{'vegan': 'yes', 'percent_max': 30, 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'rank': 2, 'from_palm_oil': 'no', 'percent_min': 4.285714285714286}]"
389,8033100278316,,en:tomato-sauces,Fat and sauces,,['en:france'],[],100g,{},,Donna Antonia,Roccascalegna,Sugo di pomodoro all'abtueze,"en:Groceries, Salse, Salse di pomodoro","{'energy-kcal_value': 77, 'nutrition-score-fr': 0, 'sodium_100g': 0.24, 'salt': 0.6, 'proteins_serving': 1.2, 'sodium': 0.24, 'sugars_value': 4.4, 'energy': 322, 'fiber': 2.4, 'fiber_unit': 'g', 'energy_100g': 322, 'energy-kcal': 77, 'sugars_unit': 'g', 'fiber_serving': 2.4, 'energy_serving': 322, 'sugars_100g': 4.4, 'salt_unit': 'g', 'saturated-fat_serving': 0.8, 'fiber_100g': 2.4, 'fat_serving': 5.4, 'carbohydrates_serving': 4.6, 'energy_unit': 'kcal', 'salt_100g': 0.6, 'sodium_value': 0.24, 'fat': 5.4, 'energy-kcal_serving': 77, 'proteins': 1.2, 'energy_value': 77, 'sodium_serving': 0.24000000000000002, 'salt_serving': 0.6, 'proteins_unit': 'g', 'carbohydrates_100g': 4.6, 'energy-kcal_100g': 77, 'fiber_value': 2.4, 'fat_unit': 'g', 'salt_value': 0.6, 'sugars': 4.4, 'energy-kcal_unit': 'kcal', 'proteins_value': 1.2, 'carbohydrates_value': 4.6, 'fat_value': 5.4, 'saturated-fat': 0.8, 'nutrition-score-fr_serving': 0, 'sugars_serving': 4.4, 'sodium_unit': 'g', 'saturated-fat_100g': 0.8, 'carbohydrates_unit': 'g', 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.8, 'nutrition-score-fr_100g': 0, 'fat_100g': 5.4, 'proteins_100g': 1.2, 'carbohydrates': 4.6}",100,[],Dressings and sauces,20190830,[],[]
390,8034063245933,7.0,fr:sauces-tomates-au-basilic,Fat and sauces,"Tomates 95 % (dés, jus, purée), oignon, huile d'olive vierge extra, sel, basilic 0,3 %, ail, acide citrique.",['en:france'],"['Tomates', 'oignon', ""huile d'olive vierge extra"", 'sel', 'basilic', 'ail', 'acide citrique']",,{},Sauce Tomate & Basilic,Bio Naturae,Italie,Sauce Tomate & Basilic,"Epicerie, Sauces, Sauces tomate, Sauces tomates au basilic","{'energy-kj_100g': 151, 'salt_unit': 'g', 'sugars_100g': 2.9, 'nova-group_100g': 3, 'nova-group': 3, 'sugars_unit': 'g', 'energy-kj': 151, 'salt': 1.4999999999999996, 'energy-kj_value': 151, 'sodium': 0.6, 'energy-kj_unit': 'kJ', 'energy': 151, 'sugars_value': 2.9, 'energy_100g': 151, 'carbon-footprint-from-known-ingredients_100g': 47.5, 'sodium_100g': 0.6, 'nutrition-score-fr': 1, 'saturated-fat_value': 0, 'saturated-fat_unit': 'g', 'fat_100g': 1.3, 'nutrition-score-fr_100g': 1, 'proteins_100g': 0.8, 'carbohydrates': 4.5, 'saturated-fat': 0, 'nutrition-score-fr_serving': 1, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0, 'nova-group_serving': 3, 'salt_value': 1.5, 'fat_unit': 'g', 'proteins_value': 0.8, 'carbohydrates_value': 4.5, 'fat_value': 1.3, 'sugars': 2.9, 'salt_100g': 1.4999999999999996, 'sodium_value': 0.6, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 164, 'fat': 1.3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 96.13333333333333, 'energy_value': 151, 'proteins': 0.8, 'carbohydrates_100g': 4.5, 'proteins_unit': 'g'}",,[],Dressings and sauces,20120622,"[{'text': 'sel', 'id': 'en:salt', 'percent_min': '0.3', 'percent_max': 2.0833333333333357, 'rank': 4, 'vegan': 'yes', 'vegetarian': 'yes'}]",[]
391,8034063246022,18.0,en:pestos,Fat and sauces,"Basilic* 51 %, huile de tournesol*, eau, sel, flocons de pommes de terre*, sucre de canne*, _noix de cajou_*, _fromage_* (LAIT*), _Pecorino Romano DOP_*, arôme naturel de basilic avec d'autres arômes naturels, régulateur d'acidité : acide lactique, amidon de maïs, poudre d'ail *, pignons de pin*, huile d'olive vierge extra*. *Issu de l'Agriculture biologique.",['en:france'],"['Basilic', 'huile de tournesol', 'eau', 'sel', 'flocons de pommes de terre', 'sucre de canne', '_noix de cajou_', '_fromage_', '_Pecorino Romano DOP_', 'arôme naturel de basilic', 'arômes naturels', ""régulateur d'acidité"", 'amidon de maïs', ""poudre d'ail"", 'pignons de pin', ""huile d'olive vierge extra"", 'LAIT', 'acide lactique']",,"{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}","Epicerie / Condiments, Aides Culinaires / Sauces",Bio Naturae,Italie,"Epicerie / Condiments, Aides Culinaires / Sauces","Epicerie, Sauces, Sauces pour pâtes, Sauces Pesto","{'saturated-fat_100g': 3.6, 'fiber_value': 1.5, 'energy_100g': 1172, 'carbohydrates_unit': 'g', 'fiber': 1.5, 'salt_unit': 'g', 'nova-group': 4, 'carbohydrates_100g': 3.2, 'saturated-fat': 3.6, 'sodium_value': 1, 'fiber_100g': 1.5, 'energy': 1172, 'sodium': 1, 'fat_value': 30, 'energy_value': 280, 'energy-kcal_value': 280, 'sugars_value': 1.6, 'proteins_unit': 'g', 'salt': 2.5, 'saturated-fat_unit': 'g', 'carbohydrates': 3.2, 'nova-group_serving': 4, 'sodium_unit': 'g', 'saturated-fat_value': 3.6, 'energy-kcal_unit': 'kcal', 'energy-kcal_100g': 280, 'fat_unit': 'g', 'nutrition-score-fr': 15, 'sodium_100g': 1, 'carbohydrates_value': 3.2, 'sugars_unit': 'g', 'nutrition-score-fr_100g': 15, 'proteins_value': 1.6, 'sugars': 1.6, 'salt_100g': 2.5, 'proteins_100g': 1.6, 'fiber_unit': 'g', 'sugars_100g': 1.6, 'energy_unit': 'kcal', 'nova-group_100g': 4, 'salt_value': 2.5, 'fat_100g': 30, 'energy-kcal': 280, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'proteins': 1.6, 'fat': 30}",,[],Dressings and sauces,20150316.jqm2,"[{'vegetarian': 'yes', 'text': 'sel', 'percent_min': 0, 'percent_max': 22.866666666666667, 'rank': 4, 'id': 'en:salt', 'vegan': 'yes'}]","[{'id': 'en:sunflower-oil', 'vegan': 'yes', 'percent_min': 3.2666666666666666, 'percent_max': 49, 'rank': 2, 'text': 'huile de tournesol', 'vegetarian': 'yes', 'from_palm_oil': 'no', 'labels': 'en:organic'}]"
392,8059070741544,10.0,en:tomato-sauces,Fat and sauces,"Pulpe de tomate (76%), huile d'olive extra vierge, basilic Génois (4%), sirop de glucose, oignon, sel, concentré de tomates, sucre, ail, poivre.",['en:france'],"['Pulpe de tomate', ""huile d'olive extra vierge"", 'basilic Génois', 'sirop de glucose', 'oignon', 'sel', 'concentré de tomates', 'sucre', 'ail', 'poivre']",,{},Sauce Tomate au Basilic,L'Italie des Saveurs,Italie,Sauce Tomate au Basilic,"Epicerie, Sauces, Sauces tomate","{'carbohydrates_unit': 'g', 'saturated-fat_100g': 1.6, 'sodium_unit': 'g', 'nutrition-score-fr_serving': 8, 'saturated-fat': 1.6, 'carbohydrates': 8.9, 'proteins_100g': 1, 'fat_100g': 11, 'nutrition-score-fr_100g': 8, 'saturated-fat_value': 1.6, 'saturated-fat_unit': 'g', 'carbohydrates_100g': 8.9, 'proteins_unit': 'g', 'energy_value': 587, 'proteins': 1, 'fat': 11, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 80, 'salt_100g': 1.6, 'sodium_value': 0.64, 'carbon-footprint-from-known-ingredients_product': 192, 'energy_unit': 'kJ', 'carbohydrates_value': 8.9, 'proteins_value': 1, 'fat_value': 11, 'sugars': 7.6, 'salt_value': 1.6, 'nova-group_serving': 4, 'fat_unit': 'g', 'energy-kj': 587, 'sugars_unit': 'g', 'nova-group': 4, 'nova-group_100g': 4, 'energy-kj_100g': 587, 'salt_unit': 'g', 'sugars_100g': 7.6, 'nutrition-score-fr': 8, 'sodium_100g': 0.64, 'carbon-footprint-from-known-ingredients_100g': 106.39999999999999, 'energy_100g': 587, 'sugars_value': 7.6, 'energy': 587, 'energy-kj_value': 587, 'energy-kj_unit': 'kJ', 'sodium': 0.64, 'salt': 1.6}",,[],Dressings and sauces,20120622,"[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 6, 'percent_max': '4', 'percent_min': 0}]","[{'from_palm_oil': 'no', 'percent_min': '4', 'rank': 2, 'vegetarian': 'yes', 'percent_max': 24, 'vegan': 'yes', 'id': 'en:extra-virgin-olive-oil', 'text': ""huile d'olive extra vierge""}]"
393,8076809536868,8.0,fr:sauces-tomates-au-basilic,Fat and sauces,"Pulpe de tomates 72%, concentré de tomates 14%, oignons, huile de tournesol, basilic 2%, sucre, sel, arôme naturel.",['en:france'],"['Pulpe de tomates', 'concentré de tomates', 'oignons', 'huile de tournesol', 'basilic', 'sucre', 'sel', 'arôme naturel']",,{},Lot 2 sauces tomate basilic,Barilla,,Lot 2 sauces tomate basilic,"Epicerie, Sauces, Sauces tomate, Sauces tomates au basilic","{'fruits-vegetables-nuts_unit': 'g', 'sugars_unit': 'g', 'fiber_100g': 1.9, 'nova-group': 4, 'nova-group_100g': 4, 'fruits-vegetables-nuts_100g': 88, 'salt_unit': 'g', 'sugars_100g': 5.9, 'energy-kcal_value': 64, 'nutrition-score-fr': -2, 'sodium_100g': 0.36, 'carbon-footprint-from-known-ingredients_100g': 141.4, 'energy_100g': 268, 'energy-kcal': 64, 'fruits-vegetables-nuts_value': 88, 'energy': 268, 'sugars_value': 5.9, 'fiber_unit': 'g', 'fiber': 1.9, 'sodium': 0.36, 'salt': 0.9, 'fruits-vegetables-nuts_serving': 88, 'saturated-fat_100g': 0.3, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'nutrition-score-fr_serving': -2, 'saturated-fat': 0.3, 'carbohydrates': 7.6, 'proteins_100g': 1.6, 'fruits-vegetables-nuts': 88, 'nutrition-score-fr_100g': -2, 'fat_100g': 2.6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'proteins_unit': 'g', 'carbohydrates_100g': 7.6, 'proteins': 1.6, 'energy_value': 64, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 88.33333333333333, 'fat': 2.6, 'carbon-footprint-from-known-ingredients_product': 1130, 'energy_unit': 'kcal', 'sodium_value': 0.36, 'salt_100g': 0.9, 'sugars': 5.9, 'energy-kcal_unit': 'kcal', 'proteins_value': 1.6, 'carbohydrates_value': 7.6, 'fat_value': 2.6, 'fat_unit': 'g', 'salt_value': 0.9, 'nova-group_serving': 4, 'fiber_value': 1.9, 'energy-kcal_100g': 64}",,[],Dressings and sauces,20120622,"[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': '2', 'rank': 7, 'percent_min': 0}]","[{'vegetarian': 'yes', 'percent_max': 7.000000000000003, 'vegan': 'yes', 'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'rank': 4, 'percent_min': '2', 'from_palm_oil': 'no'}]"
394,8076809537995,17.0,en:green-pestos,Fat and sauces,"Huile de tournesol, basilic 30%, NOIX DE CAJOU, fromage Parmigiano Reggiano AOP 5% (LAIT), fibre de maïs, lactosérum en poudre (LAIT), sel, protéines de LAIT, huile d'olive vierge extra, extrait de basilic, arômes naturels (LAIT), correcteur d'acidité : acide lactique, ail. Peut contenir des traces d'autres FRUITS À COQUE.","['en:france', 'en:switzerland']","['Huile de tournesol', 'basilic', 'NOIX DE CAJOU', 'fromage Parmigiano Reggiano AOP', 'fibre de maïs', 'lactosérum en poudre', 'sel', 'protéines de LAIT', ""huile d'olive vierge extra"", 'extrait de basilic', 'arômes naturels', ""correcteur d'acidité"", 'ail', 'LAIT', 'LAIT', 'LAIT', 'acide lactique']",,"{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}",Lot 2 sauces Pesto Genovese,Barilla,Italie,Lot 2 sauces Pesto Genovese,"Epicerie, Sauces, Sauces Pesto, Pestos au basilic","{'proteins_100g': 5, 'fruits-vegetables-nuts': 35, 'carbohydrates': 8.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.3, 'nutrition-score-fr_100g': 16, 'fat_100g': 47, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 5.3, 'saturated-fat': 5.3, 'nutrition-score-fr_serving': 16, 'fat_unit': 'g', 'salt_value': 3, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 4.5, 'fat_value': 47, 'proteins_value': 5, 'carbohydrates_value': 8.8, 'energy-kcal_100g': 488, 'fiber_value': 5, 'proteins': 5, 'energy_value': 488, 'proteins_unit': 'g', 'carbohydrates_100g': 8.8, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 9.88, 'sodium_value': 1.2, 'salt_100g': 3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5, 'fat': 47, 'nova-group': 4, 'fiber_100g': 5, 'salt_unit': 'g', 'sugars_100g': 4.5, 'fruits-vegetables-nuts_100g': 35, 'nova-group_100g': 4, 'fruits-vegetables-nuts_unit': 'g', 'sugars_unit': 'g', 'energy': 2042, 'sugars_value': 4.5, 'fiber': 5, 'fiber_unit': 'g', 'fruits-vegetables-nuts_value': 35, 'energy_100g': 2042, 'energy-kcal': 488, 'fruits-vegetables-nuts_serving': 35, 'salt': 3, 'sodium': 1.2, 'nutrition-score-fr': 16, 'energy-kcal_value': 488, 'sodium_100g': 1.2, 'carbon-footprint-from-known-ingredients_100g': 2.6}",,[],Dressings and sauces,20120622,"[{'id': 'en:salt', 'text': 'sel', 'percent_min': 0, 'vegetarian': 'yes', 'rank': 7, 'vegan': 'yes', 'percent_max': '5'}]","[{'vegan': 'yes', 'percent_max': 60, 'vegetarian': 'yes', 'text': 'Huile de tournesol', 'id': 'en:sunflower-oil', 'rank': 1, 'from_palm_oil': 'no', 'percent_min': '30'}]"
395,8076809544825,12.0,en:provencale-sauces,Fat and sauces,"Pulpe de tomates 65%, eau, concentré de tomates 9%, oignons 8%, huile de tournesol, sel, sucre, persil 0,6%, thym 0,4%, ail, origan 0,08%, poivre noir.",['en:france'],"['Pulpe de tomates', 'eau', 'concentré de tomates', 'oignons', 'huile de tournesol', 'sel', 'sucre', 'persil', 'thym', 'ail', 'origan', 'poivre noir']",,{},Lot 2 sauces provençale,Barilla,importé d'Italie,Lot 2 sauces provençale,"Epicerie, Sauces, Sauces tomate, Sauces provençales","{'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.3, 'sodium_unit': 'g', 'nutrition-score-fr_serving': -1, 'saturated-fat': 0.3, 'carbohydrates': 5.9, 'fruits-vegetables-nuts': 83, 'proteins_100g': 1.4, 'nutrition-score-fr_100g': -1, 'fat_100g': 4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'proteins_unit': 'g', 'carbohydrates_100g': 5.9, 'proteins': 1.4, 'energy_value': 68, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 82.08, 'fat': 4, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 975, 'sodium_value': 0.4, 'salt_100g': 1, 'energy-kcal_unit': 'kcal', 'sugars': 5, 'proteins_value': 1.4, 'fat_value': 4, 'carbohydrates_value': 5.9, 'fat_unit': 'g', 'nova-group_serving': 3, 'salt_value': 1, 'fiber_value': 1.5, 'energy-kcal_100g': 68, 'fruits-vegetables-nuts_unit': 'g', 'sugars_unit': 'g', 'fiber_100g': 1.5, 'nova-group': 3, 'nova-group_100g': 3, 'fruits-vegetables-nuts_100g': 83, 'salt_unit': 'g', 'sugars_100g': 5, 'nutrition-score-fr': -1, 'sodium_100g': 0.4, 'energy-kcal_value': 68, 'carbon-footprint-from-known-ingredients_100g': 121.89999999999999, 'fruits-vegetables-nuts_value': 83, 'energy-kcal': 68, 'energy_100g': 285, 'sugars_value': 5, 'energy': 285, 'fiber_unit': 'g', 'fiber': 1.5, 'sodium': 0.4, 'salt': 1, 'fruits-vegetables-nuts_serving': 83}",,[],Dressings and sauces,20150316.jqm2,"[{'id': 'en:salt', 'text': 'sel', 'percent_min': '0.6', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': 4.350000000000001, 'rank': 6}]","[{'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': 6, 'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'from_palm_oil': 'no', 'percent_min': '0.6', 'rank': 5}]"
396,8076809541671,14.0,en:sauces,Fat and sauces,"pulpe de tomates 37,9%, concentré de tomates, oignons, viande de bœuf 9,7%, viande de porc 9,7%, céleri, carottes, huile de tournesol, sel, sucre, thym, extrait de sauge, poivre noir, laurier.",['en:france'],"['pulpe de tomates', 'concentré de tomates', 'oignons', 'viande de bœuf', 'viande de porc', 'céleri', 'carottes', 'huile de tournesol', 'sel', 'sucre', 'thym', 'extrait de sauge', 'poivre noir', 'laurier']",,{},Sauce Bolognese Ricetta Speciale (lot de 2 x 400 g) Barilla,Barilla,importé d'Italie,Sauce Bolognese Ricetta Speciale (lot de 2 x 400 g) Barilla,"Epicerie, Sauces, Sauce Bolognese","{'carbon-footprint-from-meat-or-fish_product': 3350, 'carbohydrates_unit': 'g', 'energy-kj': 339, 'energy-kj_100g': 339, 'fat_100g': 4, 'nova-group_100g': 3, 'proteins_100g': 5, 'nova-group': 3, 'carbohydrates': 5.5, 'carbon-footprint-from-known-ingredients_100g': 472.0999999999999, 'carbon-footprint-from-meat-or-fish_100g': 419.03999999999996, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 3780, 'fat': 4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 57.3, 'energy_value': 339, 'proteins': 5, 'carbohydrates_100g': 5.5, 'proteins_unit': 'g', 'energy-kj_unit': 'kJ', 'energy-kj_value': 339, 'nova-group_serving': 3, 'fat_unit': 'g', 'energy': 339, 'proteins_value': 5, 'carbohydrates_value': 5.5, 'fat_value': 4, 'energy_100g': 339}",,[],Dressings and sauces,20120622,"[{'id': 'en:salt', 'text': 'sel', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': 4.714285714285714, 'rank': 9, 'percent_min': 0}]","[{'from_palm_oil': 'no', 'percent_min': 0, 'rank': 8, 'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'vegetarian': 'yes', 'percent_max': 5.5, 'vegan': 'yes'}]"
397,8076809546348,19.0,en:bolognese-sauces,Fat and sauces,"oignons, eau, concentré de tomate 21,0%, champignons de Paris (Agaricus Bisporus) 10,9% (dont séchés réhydratés 4,6%), viande de porc 9,0%, viande de bœuf 3%, cèpes (Boletus Edulis et son groupe) 2%, huile de tournesol, sel, ail, amidon de maïs, sucre, extrait de levure, arôme, persil 0,3%, poivre noir.",['en:france'],"['oignons', 'eau', 'concentré de tomate', 'champignons de Paris', 'dont séchés réhydratés', 'viande de porc', 'viande de bœuf', 'cèpes', 'huile de tournesol', 'sel', 'ail', 'amidon de maïs', 'sucre', 'extrait de levure', 'arôme', 'persil', 'poivre noir', 'Agaricus Bisporus', 'Boletus Edulis et son groupe']",100 g,"{'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked', 'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée'}",Bolognese champignons et cèpes Barilla,Barilla,Italie,Bolognese champignons et cèpes Barilla,"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","{'fiber_value': 1.5, 'sugars': 3.8, 'carbohydrates_value': 6.3, 'proteins_value': 4.2, 'fat_value': 3.5, 'fat_unit': 'g', 'salt_value': 0.97536, 'nova-group_serving': 4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 21, 'fat': 3.5, 'carbohydrates_serving': 6.3, 'energy_unit': 'kJ', 'carbon-footprint-from-meat-or-fish_100g': 174, 'carbon-footprint-from-known-ingredients_product': 1040, 'salt_100g': 0.97536, 'sodium_value': 0.390144, 'sodium_serving': 0.39, 'proteins_unit': 'g', 'salt_serving': 0.975, 'carbohydrates_100g': 6.3, 'proteins': 4.2, 'energy_value': 319, 'nutrition-score-fr_100g': 1, 'fat_100g': 3.5, 'saturated-fat_unit': 'g', 'energy-kj_serving': 319, 'saturated-fat_value': 1, 'carbohydrates': 6.3, 'proteins_100g': 4.2, 'nutrition-score-fr_serving': 1, 'carbon-footprint-from-meat-or-fish_product': 696, 'saturated-fat': 1, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1, 'sodium_unit': 'g', 'sugars_serving': 3.8, 'sodium': 0.390144, 'proteins_serving': 4.2, 'energy-kj_value': 319, 'energy-kj_unit': 'kJ', 'salt': 0.97536, 'energy_100g': 319, 'energy': 319, 'sugars_value': 3.8, 'fiber_unit': 'g', 'fiber': 1.5, 'carbon-footprint-from-known-ingredients_100g': 259.41, 'sodium_100g': 0.390144, 'nutrition-score-fr': 1, 'nova-group_100g': 4, 'sugars_100g': 3.8, 'salt_unit': 'g', 'energy-kj_100g': 319, 'saturated-fat_serving': 1, 'fat_serving': 3.5, 'fiber_100g': 1.5, 'carbon-footprint-from-meat-or-fish_serving': 174, 'nova-group': 4, 'fiber_serving': 1.5, 'energy_serving': 319, 'carbon-footprint-from-known-ingredients_serving': 259, 'sugars_unit': 'g', 'energy-kj': 319}",100,[],Dressings and sauces,20150316.jqm2,"[{'text': 'sel', 'id': 'en:salt', 'vegan': 'yes', 'rank': 10, 'vegetarian': 'yes'}]","[{'from_palm_oil': 'no', 'vegetarian': 'yes', 'rank': 9, 'vegan': 'yes', 'id': 'en:sunflower-oil', 'text': 'huile de tournesol'}]"
398,8076809570596,11.0,en:tomato-sauces,Fat and sauces,"Pulpe de tomates 40,9%, eau, concentré de tomates 14%, oignons 12,5%, huile de tournesol, carottes 3,5%, sel, arômes naturels, sucre, basilic 0,2%, ail.",['en:france'],"['Pulpe de tomates', 'eau', 'concentré de tomates', 'oignons', 'huile de tournesol', 'carottes', 'sel', 'arômes naturels', 'sucre', 'basilic', 'ail']",,{},Sauce tomates cuisinées,Barilla,Italie,Sauce tomates cuisinées,"Epicerie, Sauces, Sauces tomate","{'saturated-fat': 0.4, 'nutrition-score-fr_serving': 2, 'sodium_unit': 'g', 'saturated-fat_100g': 0.4, 'carbohydrates_unit': 'g', 'saturated-fat_value': 0.4, 'saturated-fat_unit': 'g', 'fat_100g': 4, 'nutrition-score-fr_100g': 2, 'proteins_100g': 1.3, 'fruits-vegetables-nuts': 71.1, 'carbohydrates': 6, 'sodium_value': 0.4, 'salt_100g': 1, 'carbon-footprint-from-known-ingredients_product': 426, 'energy_unit': 'kcal', 'fat': 4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 70.9, 'energy_value': 68, 'proteins': 1.3, 'carbohydrates_100g': 6, 'proteins_unit': 'g', 'energy-kcal_100g': 68, 'fiber_value': 1.5, 'nova-group_serving': 4, 'salt_value': 1, 'fat_unit': 'g', 'fat_value': 4, 'carbohydrates_value': 6, 'proteins_value': 1.3, 'energy-kcal_unit': 'kcal', 'sugars': 5, 'sugars_unit': 'g', 'fruits-vegetables-nuts_unit': 'g', 'sugars_100g': 5, 'salt_unit': 'g', 'fruits-vegetables-nuts_100g': 71.1, 'nova-group_100g': 4, 'nova-group': 4, 'fiber_100g': 1.5, 'carbon-footprint-from-known-ingredients_100g': 106.40999999999998, 'nutrition-score-fr': 2, 'sodium_100g': 0.4, 'energy-kcal_value': 68, 'salt': 1, 'fruits-vegetables-nuts_serving': 71.1, 'sodium': 0.4, 'fiber': 1.5, 'fiber_unit': 'g', 'energy': 285, 'sugars_value': 5, 'energy_100g': 285, 'energy-kcal': 68, 'fruits-vegetables-nuts_value': 71.1}",,[],Dressings and sauces,20150316.jqm2,"[{'vegetarian': 'yes', 'vegan': 'yes', 'rank': 7, 'percent_max': '3.5', 'percent_min': '0.2', 'id': 'en:salt', 'text': 'sel'}]","[{'percent_min': '3.5', 'from_palm_oil': 'no', 'rank': 5, 'vegan': 'yes', 'percent_max': 10.866666666666665, 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil'}]"
