,id_ingredient,text,O_EAN13
1491,en:mango,mangues,2
1492,en:jalapeno-peppers,piments Jalapeno,2
1493,en:jerusalem-artichoke,topinambour,2
1494,fr:basilic Génois,basilic Génois,2
1495,fr:jaggery,jaggery,2
1496,en:beef-gelatin,gélatine de boeuf,2
1497,fr:Pasteuriseret,Pasteuriseret,2
1498,en:juniper-berry,baie de genièvre,2
1499,en:juniper-berry,baies de genièvre,2
1500,en:jus de tamarin,jus de tamarin,2
1501,en:soya-bean,Graines de soja,2
1502,en:katsuwonus-pelamis,katsuwonus pelamis,2
1503,it:Può contenere tracce di,Può contenere tracce di,2
1504,en:zygochlamys-patagonica,Zygochlamys patagonica,2
1505,en:lactic-ferments,ferments _lactiques_,2
1506,en:échalote,échalote,2
1507,fr:jaune d'?uf,jaune d'?uf,2
1508,fr:Pancetta,Pancetta,2
1509,en:beef-meat-extract,extrait de viande de boeuf,2
1510,en:crushed-tomato,Purée de Tomates,2
1511,en:crushed-tomato,Puree de tomates,2
1512,fr:betterave blanche,betterave blanche,2
1513,en:beef-tongue,langue de bœuf,2
1514,en:beetroot,betteraves,2
1515,en:crushed-peeled-tomato,Tomates pelées concassées,2
1516,en:lardon,lardons,2
1517,fr:POIDS NET,POIDS NET,2
1518,en:crudites,crudités,2
1519,en:jalapeno-peppers,piment jalapeno,2
1520,en:iodised-salt,jodiertes Speisesalz,2
1521,en:crustacean,_crustacés_,2
1522,en:cumin-seeds,Cumin,2
1523,en:herbs-and-spices,extraits d'epices et d'herbes,2
1524,fr:info@sacla.fr,info@sacla.fr,2
1525,en:herbs-and-spices,herbs and spices,2
1526,fr:aubergines-frites,Aubergines frites,2
1527,fr:voir la lettre figurant en fin de numéro de lot,voir la lettre figurant en fin de numéro de lot,2
1528,en:herbs-and-spices,épice et aromate,2
1529,fr:porto blanc dénaturé,porto blanc dénaturé,2
1530,en:curry-paste,pâte de curry,2
1531,en:herbs-and-spices,épice et plantes aromatiques,2
1532,fr:fromage-au-lait-de-vache-pasteurise,fromage au _lait_ de vache pasteurisé,2
1533,en:herbs-and-spices,épices et plante aromatique,2
1534,en:cumin-seeds,Kreuzkümmel,2
1535,en:himalayan-pink-salt,Sel rose de l'Himalaya,2
1536,en:soya-lecithin,lécithine de _soja_,2
1537,en:beans,beans,2
1538,en:honey,Miel,2
1539,en:cumin-seeds,CUMIN,2
1540,fr:pomidory,pomidory,2
1541,en:bechamel-sauce,béchamel,2
1542,en:spelt-flour,farine d'_épeautre_,2
1543,en:yeast-extract,Extrait de levure,2
1544,en:yeast-extract,Hefeextrakt,2
1545,en:huile de soja,huile de soja,2
1546,en:huile de tournesol,huile de tournesol,2
1547,fr:Picholine du Maroc,Picholine du Maroc,2
1548,en:ingredient,ingrédients,2
1549,fr:jaunes et verts,jaunes et verts,2
1550,en:soft-white-cheese,fromage frais,2
1551,en:lemon,de citron,2
1552,en:madeira,madère,2
1553,en:smoke,Rauch,2
1554,en:crab,CRABE,2
1555,en:lysozyme-from-eggs,contient lysozyme d'_œuf_,2
1556,en:black-olive,aceitunas negras,2
1557,en:lysozyme-from-eggs,lysozyme d'OEUF,2
1558,en:lysozyme-from-eggs,lysozyme d'oeufs,2
1559,en:courgette,Courgettes,2
1560,en:skipjack-tuna,_thon_ listao,2
1561,en:skipjack-tuna,_Thon_ listao,2
1562,en:skipjack-tuna,THON listao,2
1563,en:black-pepper,Black Pepper,2
1564,fr:farine de _NOIX DE CAJOU_,farine de _NOIX DE CAJOU_,2
1565,en:madeira,vin de Madère,2
1566,en:smoke-flavouring,Raucharoma,2
1567,fr:foie,foie,2
1568,fr:jus de yuzu,jus de yuzu,2
1569,en:malted-wheat-flour,farine de _blé_ malté,2
1570,fr:piment Guajillo,piment Guajillo,2
1571,fr:carcasse de volaille,carcasse de volaille,2
1572,fr:carcasses de volaille,carcasses de volaille,2
1573,en:malted-wheat-flour,farine de malt de blé,2
1574,en:maltodextrins,malto-dextrine,2
1575,en:skimmed-milk-powder,LAIT en poudre écrémé,2
1576,fr:cardamome noire,cardamome noire,2
1577,en:corn-starch,fécule de maïs,2
1578,en:corn-starch,amidon mais,2
1579,en:smoke,fumée,2
1580,en:smoke-flavouring,aroma di affumicatura,2
1581,en:sodium-chloride,chlorure de sodium,2
1582,en:smoked-salmon,SAUMON fumé,2
1583,fr:fr,fr,2
1584,en:sodium-caseinate,caséinate de sodium,2
1585,fr:ble-malte-concasse,_blé_ malté concassé,2
1586,fr:pob,pob,2
1587,es:para elaborar 100g de producto,para elaborar 100g de producto,2
1588,en:cream-powder,CREME en poudre,2
1589,fr:fond-de-volaille-aromatise,fond de volaille aromatisé,2
1590,fr:fond-de-veau,fond de veau,2
1591,fr:Olives vertes dénoyautées finement broyées,Olives vertes dénoyautées finement broyées,2
1592,en:lemon-rind,zestes de citron,2
1593,it:Può contenere tracce di altra frutta a guscio,Può contenere tracce di altra frutta a guscio,2
1594,fr:Olives vertes cassées,Olives vertes cassées,2
1595,es:tomate concentrado reconstituido,tomate concentrado reconstituido,2
1596,en:lupin,lupins,2
1597,en:cream,Crème,2
1598,fr:fond de canard,fond de canard,2
1599,en:black-and-white-pepper,poivres noir et blanc,2
1600,en:smoke-flavouring,arômes fumés,2
1601,fr:Olives noires dénoyautées finement broyées,Olives noires dénoyautées finement broyées,2
1602,fr:bouquet provençal,bouquet provençal,2
1603,en:lobster,homard,2
1604,en:long-grain-rice,riz long,2
1605,en:smoke-flavouring,arômes de fumée,2
1606,fr:foie-gras-de-canard-du-sud-ouest,Foie gras de canard du sud ouest,2
1607,en:black-carrot,carotte noire,2
1608,en:lupin,lupin,2
1609,en:mustard,MOUTARDE,2
1610,fr:olives vertes manzanillas dénoyautées,olives vertes manzanillas dénoyautées,2
1611,en:concentrated-lemon-juice,extrait de citron,2
1612,fr:tomates-semi-sechees-marinees,tomates mi-séchées marinées,2
1613,fr:crème de Bresse AOP,crème de Bresse AOP,2
1614,fr:crème de riz complet,crème de riz complet,2
1615,fr:marinade-barbecue,marinade barbecue,2
1616,en:pasteurised-milk,lait pasteurisé,2
1617,it:erbe aromatiche,erbe aromatiche,2
1618,fr:crème à base de vinaigre balsamique de Modène,crème à base de vinaigre balsamique de Modène,2
1619,en:cashew-nuts,_Cashewnüsse_,2
1620,en:red-beans,haricots rouges,2
1621,en:pea-fiber,fibre de pois,2
1622,fr:Après ouverture,Après ouverture,2
1623,fr:tomates-semi-sechees,Tomates mi-séchées,2
1624,fr:cuite,cuite,2
1625,en:pecorino,PECORINO,2
1626,fr:el,el,2
1627,en:rapeseed-oil,rapeseed oil,2
1628,fr:Crevette semi-décortiquée cuite,Crevette semi-décortiquée cuite,2
1629,en:rapeseed-oil,Rapsöl,2
1630,fr:câpres au vinaigre,câpres au vinaigre,2
1631,fr:egg yolk,egg yolk,2
1632,fr:tomates-semi-sechees,tomates mi-séchées,2
1633,en:chicken-stock,bouillon de poule,2
1634,fr:Coulis de tomates de Provence,Coulis de tomates de Provence,2
1635,en:cayenne-pepper,piment de cayenne,2
1636,en:pecorino-romano,_PECORINO ROMANO_,2
1637,en:pecorino-romano,_Pecorino Romano_,2
1638,en:cayenne-pepper,poivre de cayenne,2
1639,en:celeriac,CELERI-rave,2
1640,en:chili-pepper,Chili,2
1641,en:parsley,prezzemolo,2
1642,fr:crème d'anchois,crème d'anchois,2
1643,en:parmesan,Fromage Parmigiano Reggiano AOP,2
1644,fr:oeufs-de-cabillaud-fumes-et-sales,oeufs de _cabillaud_ fumés et salés,2
1645,fr:Energie,Energie,2
1646,en:palm-fat,graisses végétales de palme,2
1647,en:chopped-tomatoes,Tomates concassées,2
1648,fr:oeufs-de-cabillaud-fumes,œufs de _cabillaud_ fumés,2
1649,en:chocolate,chocolat,2
1650,fr:tomates pelées en cube,tomates pelées en cube,2
1651,en:palm-oil,huiles végétales de palme,2
1652,fr:oeufs-de-cabillaud-fumes,oeufs de CABILLAUD fumés,2
1653,en:paprika,paprika,2
1654,en:red-curry-paste,pâte de curry rouge,2
1655,en:parboiled-long-grain-rice,riz long étuvé,2
1656,fr:oeufs-de-cabillaud,oeufs de cabillaud,2
1657,en:parsley,perejil,2
1658,fr:oeufs-de-cabillaud,oeufs de _cabillaud_,2
1659,en:parmesan,Parmesan,2
1660,fr:tomates séchées de Tunisie à l'huile d'olive,tomates séchées de Tunisie à l'huile d'olive,2
1661,fr:crevettes-decortiquees,_crevettes_ décortiquées,2
1662,en:red-chili-pepper,Piments rouges,2
1663,en:chili-pepper,piment chili,2
1664,en:chili-pepper,peperoncino,2
1665,en:parmesan,fromage Parmigiano-Reggiano AOP,2
1666,fr:maltodextrine-fumee,maltodextrine fumée,2
1667,en:parmesan,parmigiano reggiano,2
1668,en:chili-pepper,Piments,2
1669,fr:crème d'_anchois_,crème d'_anchois_,2
1670,en:pecorino-romano,fromage pecorino romano aop,2
1671,en:peeled-tomatoes,Tomates pelées,2
1672,fr:latte,latte,2
1673,en:pumpkin,citrouille,2
1674,en:powdered-egg-white,blanc d'oeuf en poudre,2
1675,en:pink-salmon,Saumon rose du Pacifique,2
1676,en:powdered-egg-white,blanc d'_oeuf_ en poudre,2
1677,en:pizza-dough,Pâte à pizza,2
1678,en:poultry-meat,viande de volaille,2
1679,en:celery,_céléri_,2
1680,en:cheese,Fromage,2
1681,en:celery,contain Celery,2
1682,fr:truffe noire d'été,truffe noire d'été,2
1683,en:poppy-seed,pavot,2
1684,en:pork,de porc,2
1685,fr:Canard et poulet,Canard et poulet,2
1686,en:pork,porc pour,2
1687,en:celery,céleris,2
1688,fr:Branntweinessig,Branntweinessig,2
1689,en:pork-meat,Schweinefleisch,2
1690,en:champignon,Agaricus Bisporus,2
1691,fr:CONSERVATION,CONSERVATION,2
1692,en:potato-starch,Amidon de pomme de terre,2
1693,fr:ue,ue,2
1694,en:cep,Cèpes,2
1695,en:cep,cèpe,2
1696,en:potato-fibre,fibres de pomme de terre,2
1697,en:potato-fibre,fibres de pommes de terre,2
1698,fr:morceaux de foie gras de canard halal,morceaux de foie gras de canard halal,2
1699,fr:morceaux de foie gras d'oie,morceaux de foie gras d'oie,2
1700,en:potato-flakes,copos de patata,2
1701,en:cheese,_Käse_,2
1702,en:powdered-egg-white,poudre de blanc d'_oeuf_,2
1703,en:pineapple,d'ananas,2
1704,en:cheese-powder,poudre de FROMAGE,2
1705,en:penaeus-vannamei,Penaeus vannamei,2
1706,en:chicken,de poulet,2
1707,en:chicken,Poulet,2
1708,fr:Conserver au frais et au sec,Conserver au frais et au sec,2
1709,fr:Conserver au frais après ouverture et consommer rapidement,Conserver au frais après ouverture et consommer rapidement,2
1710,en:prune,PRUNES,2
1711,en:cherry-tomato,Cherry tomato,2
1712,fr:Conseils de conservation,Conseils de conservation,2
1713,en:preservative,preservative,2
1714,en:preservative,contient conservateur,2
1715,en:per 100g Tomato Ketchup,per 100g Tomato Ketchup,2
1716,en:cheese-powder,poudre de fromage,2
1717,fr:Basilic de Provence,Basilic de Provence,2
1718,en:pineapple,Ananas,2
1719,fr:Basilic frais,Basilic frais,2
1720,en:piment,piment,2
1721,en:preservative,conservador,2
1722,fr:mix épices curry massala,mix épices curry massala,2
1723,fr:mélange aromatisant,mélange aromatisant,2
1724,en:pine-nuts,Pinienkerne,2
1725,en:pine-nuts,_pignons de pin_,2
1726,en:pine-nuts,_pignons_,2
1727,en:celery,Sellerie,2
1728,en:pine-nuts,pignons de pins,2
1729,fr:Chili Aji Panca,Chili Aji Panca,2
1730,en:pine-nuts,piñones,2
1731,fr:Accompagnera vos poissons,Accompagnera vos poissons,2
1732,en:oregano,origano,2
1733,en:oregano,oregano,2
1734,fr:oeufs-de-lompe,Oeufs de _lompe_,2
1735,en:natural-flavouring,natürliches Aroma,2
1736,fr:extrait-naturel-de-citron,extraits naturels de citron,2
1737,fr:levain-de-seigle-deshydrate-et-devitalise,levain de seigle déshydraté et dévitalisé,2
1738,en:concentrate,concentrato,2
1739,en:natural-lemon-flavouring,arôme naturel de citron,2
1740,en:salt,SAL,2
1741,en:comte-cheese,comté,2
1742,fr:olives noires et vertes,olives noires et vertes,2
1743,fr:viande porcine précuite,viande porcine précuite,2
1744,en:salmon,SAUMON,2
1745,fr:extrait-de-piment,extraits de piment,2
1746,fr:olives noires confites d'importation,olives noires confites d'importation,2
1747,en:capers,capres,2
1748,en:saithe,LIEU noir,2
1749,en:capers,câpres en,2
1750,en:colza-oil,Huile végétale de colza,2
1751,en:colza-oil,Huile de Colza,2
1752,en:caramel-sauce,sauce caramel,2
1753,fr:extrait-de-legumes,extrait de légumes,2
1754,fr:olive verte égouttée,olive verte égouttée,2
1755,fr:extrait-d-huitre,extrait d'huître,2
1756,fr:olive oil,olive oil,2
1757,fr:olive noire variété kalamata,olive noire variété kalamata,2
1758,en:non-hydrogenated-sunflower-oil,huile de tournesol non hydrogénée,2
1759,en:rye-sourdough,levain de _seigle_,2
1760,en:non-hydrogenated-vegetable-oil-and-fat,Graisses et huiles végétales non hydrogénées,2
1761,en:non-hydrogenated-vegetable-oil-and-fat,Huiles et graisses végétales non hydrogénées,2
1762,fr:viande-de-boeuf-mise-en-oeuvre,Viande bovine mise en œuvre,2
1763,fr:olives vertes Manzanilla,olives vertes Manzanilla,2
1764,en:natural-flavouring,natural flavouring,2
1765,fr:legume-deshydrate,légumes déshydratés,2
1766,fr:6,6,2
1767,en:butter-natural-flavouring,arôme naturel de beurre,2
1768,fr:cognac modiﬁé,cognac modiﬁé,2
1769,en:sardine-fillets,Filets de _sardines_,2
1770,en:mustard-powder,moutarde en poudre,2
1771,en:mustard-powder,poudre de _moutarde_,2
1772,fr:thym de Provence,thym de Provence,2
1773,en:sardine,_sardines_,2
1774,en:mustard-seed,dont graines de moutarde,2
1775,en:concentrated-lemon-juice,Jus de citron concentré,2
1776,en:concentrated-lemon-juice,Jus concentré de citron,2
1777,fr:compote-de-pommes,compote de pommes,2
1778,en:natural-basil-flavouring,arome naturel de basilic,2
1779,fr:extrait-naturel-de-curcuma,extraits naturels de curcuma,2
1780,en:cabbage,chou,2
1781,fr:concentre-de-carotte,concentré de carotte,2
1782,en:salt,sel comestible,2
1783,de:Ricotta-Käse,Ricotta-Käse,2
1784,fr:Huiles et graisses végétales en l'état et non hydrogénées,Huiles et graisses végétales en l'état et non hydrogénées,2
1785,fr:olives vertes manzanilla,olives vertes manzanilla,2
1786,en:natural-flavouring,aroma naturale,2
1787,en:natural-flavouring,aromas naturales,2
1788,en:Basilic,Basilic,2
1789,en:concentrated-carrot-juice,jus concentré de carotte,2
1790,en:cancer-pagurus,Cancer pagurus,2
1791,fr:levain-de-seigle-deshydrate-et-devitalise,levain de _seigle_ déshydraté et dévitalisé,2
1792,en:colour,colorante,2
1793,en:rye-malt-flour,farine de _seigle_ maltée,2
1794,en:nut,FRUITS A COQUE,2
1795,en:rennet,caglio,2
1796,en:onion,Zwiebel,2
1797,en:coconut-cream,crème de coco,2
1798,en:rice-flour,Reismehl,2
1799,en:cocoa-butter,beurre de cacao,2
1800,en:onion,cipolle,2
1801,en:onion,d'oignon,2
1802,en:coating,Décor,2
1803,en:coagulum,coagulant,2
1804,en:carotte,carotte,2
1805,en:rice,RIZ,2
1806,fr:correcteur,correcteur,2
1807,en:onion,onions,2
1808,en:rehydrated-onion,oignons réhydratés,2
1809,en:onion,Onion,2
1810,en:carrot,carrot,2
1811,en:carrot,carrots,2
1812,fr:couenne-de-porc,couennes de porc,2
1813,en:red-wine-vinegar,Vinaigre de vin rouge,2
1814,en:onion-powder,poudre d oignon,2
1815,fr:coulis-de-tomates,Coulis de Tomate,2
1816,en:carrot,zanahoria,2
1817,de:weichweizenmehl,Farine de blé tendre,2
1818,en:red-wine-extract,extrait de vin rouge,2
1819,en:orange,orange,2
1820,fr:coulis-de-tomates,coulis de tomate,2
1821,de:zwiebeln-gegrillt,oignons grillés,2
1822,fr:légumes oignons,légumes oignons,2
1823,en:carob-flour,harina de garrofin,2
1824,en:rosemary,rosmarino,2
1825,fr:oignons déshydratés.viande mise en œuvre,oignons déshydratés.viande mise en œuvre,2
1826,en:nut,_FRUITS À COQUE_,2
1827,fr:Gewürze,Gewürze,2
1828,fr:contiennent de la _moutarde_,contiennent de la _moutarde_,2
1829,en:nut,fruit à coque,2
1830,fr:tomates cerises au jus,tomates cerises au jus,2
1831,en:rosemary,Romarin,2
1832,fr:oignons-rissoles,oignons rissolés,2
1833,en:colour,Colour,2
1834,en:colour,COLORANTS,2
1835,fr:tomates cerises jaunes,tomates cerises jaunes,2
1836,fr:A consommer de préférence avant la date figurant sur la capsule,A consommer de préférence avant la date figurant sur la capsule,2
1837,en:oat-flour,farine d'_avoine_,2
1838,en:oil,Huile,2
1839,en:coconut-extract,extrait de coco,2
1840,en:ricotta,fromage Ricotta,2
1841,en:ricotta,_ricotta_,2
1842,fr:Fromage frais 0 % de matière grasse,Fromage frais 0% de matière grasse,2
1843,en:coconut-milk-powder,lait de coco en poudre,2
1844,en:olive-oil,huile d'olives,2
1845,en:coconut-milk,Lait de coco,2
1846,fr:légumes d'assaisonnement,légumes d'assaisonnement,2
1847,fr:tomates double concentrées,tomates double concentrées,2
1848,en:vegetable-fiber,fibre végétale,2
1849,en:coconut-flour,farine de noix de coco,2
1850,en:rice-syrup,Sirop de riz,2
1851,en:oncorhynchus-gorbuscha,Oncorhynchus gorbuscha,2
1852,en:céleri,céleri,2
1853,es:para elaborar 100 g de producto,para elaborar 100 g de producto,2
1854,fr:Pote,Pote,2
1855,en:apple-extract,extrait de pomme,2
1856,en:fish,_poissons_,2
1857,fr:purée de tomates mi,purée de tomates mi,2
1858,en:wheat-bran,son de ble,2
1859,fr:purée de tomates de Provence,purée de tomates de Provence,2
1860,fr:ait,ait,2
1861,en:thickener,thickener,2
1862,en:thickener,espesante,2
1863,fr:al,al,2
1864,en:fishpowder,poisson en poudre,2
1865,en:wheat-fiber,fibre de ble,2
1866,fr:purée de tomate mi-réduite à base de concentré et pulpe de tomate avec morceaux,purée de tomate mi-réduite à base de concentré et pulpe de tomate avec morceaux,2
1867,en:thickener,Verdickungsmittel,2
1868,en:thickener,Thickener,2
1869,en:thickener,Epaississant,2
1870,en:wheat-flour,Farine de blé,2
1871,fr:sauce vinaigrette au vinaigre balsamique,sauce vinaigrette au vinaigre balsamique,2
1872,en:tea-extract,extrait de thé,2
1873,fr:huile de graines de sésame grillées,huile de graines de sésame grillées,2
1874,en:flavouring,_ARÔMES_,2
1875,en:flavouring,aroma,2
1876,en:e160a,béta-carotène,2
1877,en:tapioca-starch,amidon de manioc,2
1878,en:flavouring-preparation,préparation aromatique,2
1879,en:tapioca-maltodextrin,maltodextrines de tapioca,2
1880,en:xeres-vinegar,vinaigre de xérès,2
1881,en:e160c,extraits de paprika,2
1882,en:fish,Poisson,2
1883,en:fish,POISSON,2
1884,en:wheat,_froment_,2
1885,en:e202,sorbato potásico,2
1886,fr:Succédané de caviar,Succédané de caviar,2
1887,en:extracts of spices and herbs,extracts of spices and herbs,2
1888,en:anchovy-paste,pâte d'ANCHOIS,2
1889,fr:pâte de tamarin,pâte de tamarin,2
1890,en:acerola,acérola,2
1891,en:tomato,tomate¹,2
1892,en:acacia-honey,miel d'acacia,2
1893,fr:pâte de curry massaman,pâte de curry massaman,2
1894,fr:pâte de citron,pâte de citron,2
1895,en:fennel-seed,graine de fenouil,2
1896,fr:huile d'olive vierge extraite à froid,huile d'olive vierge extraite à froid,2
1897,en:antioxidant,antioxidante,2
1898,en:fenugreek-seed,Fenugreek Seed,2
1899,en:animal-based-rennet,présure animale,2
1900,en:tomato,TOMATES,2
1901,en:wheat,de blé,2
1902,en:tomato,Pomodoro,2
1903,fr:Énergie,Énergie,2
1904,en:tofu,Tofu,2
1905,fr:épices de curry,épices de curry,2
1906,en:filling,Garniture,2
1907,en:filling,_farce_,2
1908,en:filling,farce,2
1909,en:flour,Farine,2
1910,en:e150a,e150A,2
1911,en:extra-virgin-olive-oil,olio extra vergine di Oliva,2
1912,en:free-range-chicken-egg-yolk,jaune d'œuf de poules élevées en plein air,2
1913,fr:se,se,2
1914,en:garlic,Garlic,2
1915,en:duck-fat,Graisse de canard,2
1916,en:duck,canard,2
1917,fr:pulpe-de-tomates-avec-morceaux-et-puree-de-tomates,Pulpe de tomates avec morceaux et concentré de tomate,2
1918,en:garlic,dont ail,2
1919,en:whey,LACTOSÉRUM,2
1920,en:artichoke,artichaut,2
1921,en:artichoke-hearts,cœur d'artichaut,2
1922,en:whey,_Molke_,2
1923,"fr:sel 2,8 % * en choisissant ce produit",sel 2.8% * en choisissant ce produit,2
1924,fr:amidons-modifies-de-mais-et-de-pomme-de-terre,amidons modifiés de maïs et de pomme de terre,2
1925,en:garlic-powder,poudre d ail,2
1926,en:asparagus,asperges,2
1927,en:garlic-puree,Garlic Purée,2
1928,en:sunflower-oil,Sunflower Oil,2
1929,en:garlic-puree,garlic purée,2
1930,fr:sel acidifiant,sel acidifiant,2
1931,en:atlantic-salmon,Saumon Atlantique,2
1932,en:whey,petit lait,2
1933,en:dried-lemon-juice,poudre de citron,2
1934,en:gherkin,Cornichons,2
1935,en:sunflower-lecithin,lécithines de tournesol,2
1936,fr:huile dolive vierge extra,huile dolive vierge extra,2
1937,fr:présure de vache,présure de vache,2
1938,en:durum-wheat-semolina,semoule de ble dur,2
1939,en:galangal,GALANGA,2
1940,en:wheat-gluten,gluten de _blé_,2
1941,fr:Salz,Salz,2
1942,en:e150a,caramel ammoniacal,2
1943,en:e1442,e1442,2
1944,en:fresh-cream,Crème fraîche,2
1945,en:fresh-cream,_Crème_ fraîche,2
1946,en:wheat-germ,germe de _blé_,2
1947,en:e1404,amidons transformés de pomme de terre,2
1948,en:e1404,amidon modifié de pommes de terre,2
1949,en:wheat-glucose-syrup,sirop de glucose de blé,2
1950,en:fresh-egg,oeufs frais,2
1951,en:fresh-egg,œufs frais,2
1952,en:wheat-gluten,GLUTEN DE BLE,2
1953,fr:Salt,Salt,2
1954,fr:puree-de-tomate-mi-reduite,Purée de tomates mi-réduites,2
1955,fr:huile de toumesol,huile de toumesol,2
1956,en:wheat-gluten,GLUTEN de BLE,2
1957,fr:amidon modifié de riz et de maïs et de manioc,amidon modifié de riz et de maïs et de manioc,2
1958,en:e101,Riboflavin,2
1959,en:fried-onion,oignons frits,2
1960,fr:Salemi Pina,Salemi Pina,2
1961,en:e100,extrait de curcuma,2
1962,en:fromage-blanc,_fromage_ blanc,2
1963,en:sweetcorn,maïs doux,2
1964,en:apricot,abricots,2
1965,fr:gomme,gomme,2
1966,fr:sauce condimentaire,sauce condimentaire,2
1967,fr:sauce cocktail,sauce cocktail,2
1968,en:PANCETTA,PANCETTA,2
1969,en:tree-nuts,_noix_,2
1970,en:e509,e509,2
1971,en:acidity-regulator,correcteur d'acidite,2
1972,en:alaska-pollock,Colin d'Alaska,2
1973,en:e575,delta-gluconolactone,2
1974,en:alaska-pollock,_colin d'alaska_,2
1975,en:turmeric-powder,curcuma déshydratés,2
1976,fr:élevée en Equateur,élevée en Equateur,2
1977,en:e327,lactate de calcium,2
1978,fr:riz-basmati-cuit,Riz basmati cuit,2
1979,en:e327,e327,2
1980,en:e627,guanylate disodique,2
1981,en:e631,inosinate disodique,2
1982,en:acidity-regulator,Correttore di acidità,2
1983,en:turmeric,Curcuma,2
1984,fr:Tuber aestivum Vitt,Tuber aestivum Vitt,2
1985,fr:ac,ac,2
1986,en:e316,erythorbate de sodium,2
1987,en:turkey-breast,filets de dinde,2
1988,en:alcohol,alcool,2
1989,en:tuna,Thon,2
1990,en:tuna,THON,2
1991,en:e304,esters d'acides gras de l'acide ascorbique,2
1992,en:egg,OEUFS,2
1993,en:egg,_OEUF_,2
1994,en:alcohol,d'alcool,2
1995,en:e339,phosphates de sodium,2
1996,en:e500,bicarbonate de sodium,2
1997,en:e472e,esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras,2
1998,en:vegetable-broth,bouillon de légumes*,2
1999,en:vegetable-fiber,Fibres végétales,2
2000,en:vegetable-fat,matières grasses végétales,2
2001,en:e415,gommes xanthane,2
2002,en:e415,xanthan gum,2
2003,en:e412,gommes guar,2
2004,fr:_,_,2
2005,en:e412,farine de guar,2
2006,fr:_FROMAGES_ italiens,_FROMAGES_ italiens,2
2007,fr:haricot de SOJA,haricot de SOJA,2
2008,fr:s ingrédients,s ingrédients,2
2009,fr:Wasser,Wasser,2
2010,fr:échalotte,échalotte,2
2011,en:veal,veau,2
2012,en:e450i,diphosphate disodique,2
2013,en:e407,carraghenanes,2
2014,en:e451,triphosphates,2
2015,fr:sacla,sacla,2
2016,fr:gras-et-couenne-de-porc,gras et couennes de porc,2
2017,fr:_fromage_ frais nature,_fromage_ frais nature,2
2018,fr:_fromage_ parmesan Reggiano AOC,_fromage_ parmesan Reggiano AOC,2
2019,fr:rouge,rouge,2
2020,en:e385,e385,2
2021,fr:_fromages_ italiens,_fromages_ italiens,2
2022,en:e472,e472,2
2023,en:vitamin-a,vitamine a,2
2024,en:egg,_ŒUF_,2
2025,en:e220,ANHYDRIDE SULFUREUX,2
2026,en:tree-nuts,Noix,2
2027,en:egg-yolk-powder,jaune d'œuf en poudre,2
2028,en:egg-yolk-powder,poudre de jaune d'œuf,2
2029,en:emmental,EMMENTAL,2
2030,en:allspice,piment de Jamaïque,2
2031,fr:épaissisant,épaissisant,2
2032,en:tomato-powder,tomates en poudre,2
2033,en:emulsifier,emulgentes,2
2034,fr:quenelles de veau,quenelles de veau,2
2035,en:emulsifying-salts,sel de fonte,2
2036,en:enzyme,enzymes,2
2037,fr:sauce au poivre,sauce au poivre,2
2038,en:almond,amande,2
2039,fr:quatre-épices,quatre-épices,2
2040,en:e225,_métabisulfite_ de potassium,2
2041,en:acid,acid,2
2042,en:tomato-powder,Poudre de tomate,2
2043,en:anchovy,ANCHOIS,2
2044,en:tomato-juice,Jus de tomates,2
2045,en:tomato-cubes,tomates* cubées,2
2046,en:extra-virgin-olive-oil,huile d olive vierge extra,2
2047,fr:épaississeur,épaississeur,2
2048,en:e223,e223,2
2049,fr:sauce barbecue,sauce barbecue,2
2050,en:extra-virgin-olive-oil,huile d'olives vierge extra,2
2051,en:acid,ACIDIFIANTS,2
2052,fr:racine de coriandre,racine de coriandre,2
2053,fr:sauce anglaise,sauce anglaise,2
2054,en:tomato-pulp,pulpa de tomate,2
2055,en:e296,e296,2
2056,fr:huile ail,huile ail,2
2057,en:tomato-sauce,sauce tomate,2
2058,fr:acide citri ue,acide citri ue,2
2059,en:acide lactique,acide lactique,2
2060,fr:sariette,sariette,2
2061,en:egg,oeufs,2
2062,en:vitamin-d,Vitamin D,2
2063,en:egg,ŒUF,2
2064,en:egg,Œuf,2
2065,en:tomato-puree,tomato purée,2
2066,en:tomato-puree,tomato concentrate,2
2067,en:vitamin-d,vitamine d,2
2068,fr:racine de persil,racine de persil,2
2069,en:tomato-puree,Tomato Purée,2
2070,en:egg-white,blancs d'_œufs_,2
2071,en:egg-white,blancs d'oeufs,2
2072,en:alcohol-vinegar,vinagre de alcohol,2
2073,en:e270,de lactique,2
2074,en:alcohol-vinegar,vinaigre d' alcool,2
2075,fr:acidifant,acidifant,2
2076,en:egg-yolk,jaune d'ŒUF,2
2077,en:alcohol-vinegar,"vinaigre d'alcool""",2
2078,en:tomato-pulp,pulpe de tomate avec,2
2079,en:e262,acétate de sodium,2
2080,en:whey-powder,petit LAIT en poudre,2
2081,en:tapioca-maltodextrin,maltodextrine de tapioca,2
2082,en:potato-flakes,flocon de pomme de terre,2
2083,en:spinach,épinard,2
2084,en:spice-extract,extrait d épice,2
2085,en:grana-padano,_grana padano_,2
2086,fr:sel présure,sel présure,2
2087,en:sugar,azucar,2
2088,en:double-concentrated-tomato,purée de tomate double concentré,2
