,LIBELLE_PRODUIT_NIELSEN,LIBELLE_PRODUIT_OPTIMISE,MARQUE,INGREDIENTS_PRINCIPAUX,GRAMMAGE,BIO_NON_BIO,CODE_EAN,VOL_CAM_AN-1,VOL_DERNIER_CAM,EVOL,EVOL_PERC,GRAMMAGE_FILLED
259,AUT SCE POT AUT FAB JARDIN BIO SCE CLAS PF CURRY AU LAIT DE COCO 1CT 250G * BIO,JARDIN BIO SAUCE CURRY AU LAIT DE COCO 250G,JARDIN BIO,"LAIT DE COCO, TOMATES",250.0,BIO,3456300010688,0.0,4090.1,4090.1,,250.0
260,SAUCES POUR FECULENTS POT HEINZ LEGUMES MF ARRABIATA 1CT 490G * NON BIO,HEINZ ARRABBIATA 240G,HEINZ,"TOMATES, POIVRONS",240.0,NON BIO,3660603080785,10817.8,4020.2,-6797.5999999999985,-0.6283717576586736,240.0
261,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF OLIVE 1CT 240G * NON BIO,JEAN MARTIN TOMATES AUX OLIVES NOIRES GROSSANE DE PROVENCE,JEAN MARTIN,"TOMATES, MORCEAUX D'OLIVES NOIRES, PUREE D'OLIVES",240.0,NON BIO,3271514130805,4400.4000000000015,3996.9,-403.5000000000005,-0.09169620943550597,240.0
262,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF NATURE 1CT 390G * NON BIO,ANNE ROZES SAUCE TOMATE 390G,ANNE ROZES,"TOMATES, OIGNONS",390.0,NON BIO,3519622510004,4169.0999999999985,3958.2,-210.8999999999992,-0.050586457508814665,390.0
263,POUR FECULENTS POT AUT FAB CASERTA LEGUMES GF SIMPLISSIM 1CT 690G * NON BIO,CASERTA TOMATES CUISINEES LA SIMPLISSIMA 690G,CASERTA,"TOMATES, OIGNONS",690.0,NON BIO,3051030038249,3532.5999999999995,3955.9,423.30000000000064,0.11982675649663158,690.0
264,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF NATURE 1CT 290G * NON BIO,PLAZZA DEL SOL TOMATE FRTIO 290G,PLAZZA DEL SOL,"TOMATES, HUILE D'OLIVE EXTRA VIERGE",290.0,NON BIO,8429874215013,4109.0,3936.099999999999,-172.900000000001,-0.04207836456558798,290.0
265,FECULENTS POT SACLA LEGUMES MF TOMATES CERISES EN RONDELLES R 1CT 345G * NON BIO,SACLA TOMATES CERISES EN RONDELLE ROMARIN 345G,SACLA,"TOMATES, TOMATES CERISES, ROMARIN",245.0,NON BIO,8001060030800,4779.4000000000015,3928.5,-850.9000000000004,-0.17803489977821493,245.0
266,AUT SCE POT AUT FAB AUT MQ SCE CLAS PF PESTO JAUNE 1CT 180G * NON BIO,SALSA GUSTO PESTO JAUNE 180G,SALSA GUSTO,"POIVRONS JAUNE, POMME DE TERRE, RICOTTA, GRANA PADAN",180.0,NON BIO,3302768000412,3642.6,3836.8,194.20000000000027,0.05331356723219687,180.0
267,SAUCES POUR FECULENTS POT CIRIO LEGUMES MF PARMESAN 1CT 350G * NON BIO,CIRIO PARMIGIANNO 350G,CIRIO,"TOMATES, PARMIGIANO REGGIANO",350.0,NON BIO,8001440129056,7735.900000000002,3826.1,-3909.800000000002,-0.505409842422989,350.0
268,SAUCES POUR FECULENTS POT SACLA BIO MF POIVRON 1CT 345G * BIO,SACLA TOMATES POIVRONS SANS GLUTEN BIO 345G,SACLA,"TOMATES, POIVRONS",345.0,BIO,8001060026780,4569.9000000000015,3802.8,-767.1000000000003,-0.1678592529377011,345.0
269,POUR FECULENTS POT MUTTI LEGUMES MF PARMIGIANO REGGIANO 1CT 400G * NON BIO,MUTTI PARMIGIANO REGGIANO CHEESE 400G,MUTTI,"TOMATES, PARMIGIANO REGGIANO",400.0,NON BIO,8005110000775,0.0,3770.9,3770.9,,400.0
270,SAUCES POUR FECULENTS POT HEINZ LEGUMES MF MEDITERRAN 1CT 490G * NON BIO,HEINZ MEDITERRANEENNE 490G,HEINZ,"TOMATES, COURGETTES, POIVRONS, AUBERGINES",490.0,NON BIO,3660603080808,10210.1,3765.8,-6444.299999999998,-0.6311691364433257,490.0
271,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 290G %50 NON BIO,SACLA PESTO ALLA GENOVESE 290G,SACLA,"BASILIC, GRANA PADAONO, PECORINO",290.0,NON BIO,8001060013308,6978.999999999997,3729.2,-3249.799999999999,-0.4656541051726607,290.0
272,POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF AUBER POIV 1CT 190G * NON BIO,PIETRO CASTELLI POIVRONS AUBERGINES 190G,PIETRO CASTELLI,"POIVRONS, TOMATES, AUBERGINES",190.0,NON BIO,8001770062405,3483.9999999999995,3723.9,239.90000000000055,0.06885763490241119,190.0
273,POT PASTACORP RIVOIRE & CARRET LEGUMES PF TOMATES BASILIC 1CT 190G * NON BIO,RIVOIRE & CARRET TOMATES DE PROVENCE AUX DEUX BASILICS 190G,RIVOIRE & CARRET,"TOMATES, OIGNONS, BASILIC",190.0,NON BIO,3660861901426,1607.9999999999998,3704.7,2096.7000000000007,1.3039179104477618,190.0
274,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF BASILIC 1CT 250G * NON BIO,URSINI BASILICO 250G,URSINI,"TOMATES, BASILIC",250.0,NON BIO,8053908202481,0.0,3563.800000000001,3563.800000000001,,250.0
275,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PESTO OLIV 1CT 190G * NON BIO,PIETRO CASTELLI PESTO AUX OLIVES 190G,PIETRO CASTELLI,"OLIVES, FROMAGE",190.0,NON BIO,8001770061033,3099.0,3551.6,452.59999999999985,0.14604711197160372,190.0
276,POT HEINZ BOLO CLASSIQUE PF BOLOGNAISE RICHE EN BOEUF 1CT 240G * NON BIO,HEINZ BOLOGNAISE RICHE EN BOEUF 240G,HEINZ,"TOMATES, BŒUF, OIGNONS, CAROTTES",240.0,NON BIO,3660603081263,0.0,3540.4,3540.4,,240.0
277,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF SICILIEN 1CT 350G * NON BIO,LE CONSERVE DELLA NONNA SUGO ALLA SICILIANA 350G,LE CONSERVE DELLA NONNA,"TOMATES, OLIVES, CAPRES",350.0,NON BIO,8005360001942,4389.0,3532.700000000001,-856.2999999999993,-0.19510138983823175,350.0
278,FECULENTS POT AUT FAB FLORELLI LEGUMES PF GORGONZOLA & OIGNON 1CT 250G * NON BIO,FLORELLI SUGO AI CILIEGINI GORGONZOLA E CIPOLLA 250G,FLORELLI,"TOMATES, GORGONZOLA, TOMATES CERISES",250.0,NON BIO,3760077533661,3002.9,3531.8,528.9000000000002,0.1761297412501249,250.0
279,PANZANI SA PANZANI QUALITE FRAICHEMENT CUISINEE MF TOM RICOTT 1CT 320G * NON BIO,PANZANI TOMATES ET RICOTTA CREMEUSE 320G,PANZANI,"TOMATES, RIOCTTA, NOIX",320.0,NON BIO,3038359009235,0.0,3467.1,3467.1,,320.0
280,SAUCES POUR FECULENTS POT HEINZ LEGUMES MF ARRABIATA 2CT 490G * NON BIO,HEINZ ARRABBIATA 490G,HEINZ,"TOMATES, POIVRONS ROUGES",490.0,NON BIO,3660603080358,58265.5,3446.600000000001,-54818.9,-0.9408466416661662,490.0
281,POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF NAPOLITAIN 1CT 350G * NON BIO,SEGRETI DI RIVA NAPOLITAINE 350G,SEGRETI DI RIVA,"TOMATES, OIGNONS, CAROTTES",350.0,NON BIO,3272970350028,3854.4,3442.4,-412.0000000000005,-0.10689082606890836,350.0
282,FECULENTS POT AUT FAB AUT MQ BOLO CLASSIQUE MF BOLOGNAISE 1CT 350G * NON BIO,DAR DELICE BOLOGNAISE HALAL 350G,DAR DELICE,"BŒUF, TOMATES",350.0,NON BIO,3700952000918,2506.0,3395.4,889.3999999999997,0.3549082202713486,350.0
283,POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF MEDITERRAN 1CT 350G * NON BIO,LE CONSERVE DELLA NONNA SUGO MEDITERRANEO 350G,LE CONSERVE DELLA NONNA,"TOMATES, CAPRES",350.0,NON BIO,8005360001874,5439.8,3390.5,-2049.3,-0.3767234089488584,350.0
284,SAUCES POUR FECULENTS POT CIRIO LEGUMES MF OLIV CAPRE 1CT 350G * NON BIO,CIRIO OLVE ET CAPPERI 350G,CIRIO,"TOMATES, OLIVES VERTEDS, CAPRES",350.0,NON BIO,8001440128325,5091.799999999998,3323.7000000000007,-1768.099999999999,-0.3472445893397225,350.0
285,AUT SCE POT AUT FAB AUT MQ SCE CLAS PF NANTUA AUX ECREVISSES 1CT 175G * NON BIO,MAISON MALARTRE SAUCE NANTUA AUX ECREVISSES 175G,MAISON MALARTRE,"TOMATE, CREME, ECREVISSE",175.0,NON BIO,3372463000048,3371.9000000000005,3300.800000000001,-71.09999999999991,-0.021086034579910404,175.0
286,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES GF NATURE 1CT 560G * NON BIO,ESMERALDA TOMATE FRITO 560G,ESMERALDA,"TOMATES, AMIDON DE MAÏS",560.0,NON BIO,3700068142564,3850.6,3291.0000000000005,-559.5999999999995,-0.14532800083103914,560.0
287,SAUCES POUR FECULENTS POT AUT FAB AUT MQ CREME PF FROMAGE 1CT 190G * NON BIO,PIETRO CASTELLI SAUCE TOMATE AUX FROMAGES ITALIENS 190G,PIETRO CASTELLI,"TOMATES, PECORINO, GRANA PADANO",190.0,NON BIO,8001770061118,3532.600000000001,3228.0000000000005,-304.5999999999999,-0.08622544301647507,190.0
288,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF LEGUME 1CT 350G * NON BIO,LE CONSERVE DELLA NONNA CONDORO 350G,LE CONSERVE DELLA NONNA,"TOMATES, CAROTTES, OIGNONS, CELERI",350.0,NON BIO,8005360000112,1535.6,3142.8,1607.2000000000005,1.0466267257098203,350.0
289,POUR FECULENTS POT AUT FAB FLORELLI LEGUMES PF ARRABIATA 1CT 250G * NON BIO,FLORELLI SAUCE TOMATE A L'ARRABBIATA 250G,FLORELLI,"TOMATES, PIMENT",250.0,NON BIO,3760077537171,0.0,3121.9,3121.9,,250.0
290,POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF TOMATE CUI 1CT 314M * NON BIO,BIXENTE IBARRA SAUCE FRITO 290G,BIXENTE IBARRA,"TOMATES, HUILE D'OLIVE",290.0,NON BIO,3482970009134,3028.6,3067.0,38.4000000000001,0.012679125668625798,290.0
291,SCE POT AUT FAB AUT MQ SCE CLAS PF BARBECUE TERIYAKI AU MIEL 1CT 250G * NON BIO,KIKKOMAN TERIYAKI BBQ 250G,KIKKOMAN,"SOJA, MIEL",250.0,NON BIO,8715035310308,3452.600000000001,3066.9,-385.70000000000067,-0.11171291200834174,250.0
292,POT HEINZ BOLO CLASSIQUE PF BOLOGNAISE RICHE EN LEGUMES 1CT 240G * NON BIO,HEINZ BOLOGNAISE RICHE EN LEGUMES 240G,HEINZ,"TOMATES, COURGETTES, OIGNONS, POIVRONS",240.0,NON BIO,3660603081256,0.0,3059.7,3059.7,,240.0
293,POT SACLA BOLO VEGETARIENNE MF BOLOGNAISE VEGETARIENNE SOJA 1CT 345G * BIO,SACLA BOLOGNAISE VEGETARIENNE SOJA SANS GLUTEN 345G,SACLA,"TOMATES, CAROTTES, SOJA",345.0,BIO,8001060027442,3227.4,3025.2,-202.20000000000027,-0.06265105038111181,345.0
294,POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF LEG GRILLE 1CT 350G * NON BIO,LE CONSERVE DELLA NONNA SUGO VERDURE GRIGLIATE 190G,LE CONSERVE DELLA NONNA,LEG GRILLE,190.0,NON BIO,8005360003458,3505.7,3017.4,-488.29999999999967,-0.13928744615911226,190.0
295,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO ENFER 1CT 190G * NON BIO,SACLA PESTO D'ENFER 400G,SACLA,"BASILIC, PIMENT, GRANA PADANO",400.0,NON BIO,8001060019942,3697.1,3000.3,-696.7999999999993,-0.18847204565740697,400.0
296,SAUCES POUR FECULENTS POT MUTTI LEGUMES MF VERDURE 1CT 400G * NON BIO,MUTTI VERDURE 400G,MUTTI,"TOMATES, AUBERGINES",400.0,NON BIO,8005110519000,0.0,2979.6,2979.6,,400.0
297,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PESTO VERD 1CT 180G * NON BIO,CIRO PESTO GENOVESE 180G,CIRO,"BASILIC ITALIEN, NOIX DE CAJOU",180.0,NON BIO,3760014294518,2256.600000000001,2944.1,687.4999999999995,0.3046618807054859,180.0
298,FECULENTS POT AUT FAB FLORELLI BOLO CLASSIQUE PF BOLOGNAISE 1CT 290G * NON BIO,FLORELLO BOLOGNAISE 290G,FLORELLI,"TOMATES, BŒUF, PORC",290.0,NON BIO,3760077530660,5117.399999999999,2939.3,-2178.0999999999985,-0.4256262946027278,290.0
299,SAUCES POUR FECULENTS POT SACLA BOLO CLASSIQUE MF BOLOGNAISE 1CT 345G * NON BIO,SACLA BOLOGNESE ITALIANA AUTENTICA 345G,SACLA,"TOMATES, BŒUF, PORC, OIGNONS",345.0,NON BIO,8001060028432,5919.7,2913.9,-3005.8,-0.50776221767995,345.0
300,POT AUT FAB MQ FAB 1 PRX BOLO CLASSIQUE MF BOLOG VDE 1CT 420G * NON BIO,FLORENTI BOLOGNAISE 420G,FLORENTI,"TOMATES, OIGNONS, CAROTTES",420.0,NON BIO,3069533172506,2131.5000000000005,2880.8,749.2999999999997,0.3515364766596292,420.0
301,DO IT BETTER SCE CLAS PF PESTO ROSSO TOMATES SECHEES AU 1CT 135G * NON BIO,ITALIANS DO IT BETTER PESTO ROSSO 135G,ITALIANS DO IT BETTER,"HUILE D'OLIVE, TOMATES SECHEES",135.0,NON BIO,3760253401180,1700.1999999999996,2829.3,1129.1000000000004,0.6640983413716036,135.0
302,POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF LEG GRILLE 1CT 190G * NON BIO,PIETRO CASTELLI SAUCE AUX LEGUMES GRILLES 190G,PIETRO CASTELLI,"TOMATES, LEGUMES GRILLES",190.0,NON BIO,8001770061088,2627.4,2829.2,201.79999999999973,0.07680596787698855,190.0
303,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF ARRABIATA 1CT 250G * NON BIO,URSINI ARRABBIATA 250G,URSINI,"TOMATES, PIMENT",250.0,NON BIO,8053908202474,0.0,2825.3,2825.3,,250.0
304,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF ARRABIATA 1CT 350G * NON BIO,LE CONSERVE DELLA NONNA SUGO ALL'ARRABBIATA 350G,LE CONSERVE DELLA NONNA,"TOMATES, POIVRONS, PIMENTS 100% ITALIENS",350.0,NON BIO,8005360001935,2836.5,2813.8,-22.700000000000273,-0.00800282037722555,350.0
305,SAUCES POUR FECULENTS POT HEINZ LEGUMES MF BASILIC 2CT 490G * NON BIO,HEINZ TOMATE ET BASILIC 345G,HEINZ,"TOMATES, BASILIC",345.0,NON BIO,3660603080341,72524.3,2794.8,-69729.5,-0.9614639507034194,345.0
306,SAUCES POUR FECULENTS POT SACLA LEGUMES MF SALSICCIA 1CT 345G * NON BIO,SACLA TOMATES SALSICCIA 490G,SACLA,"FLOCON D'AVOINE COMPLETE, NOIX",490.0,NON BIO,8001060029774,5647.4,2775.7,-2871.7,-0.5084994864893579,490.0
307,FECULENTS POT AUT FAB AUT MQ BOLO CLASSIQUE PF BOLOGNAISE 1CT 180G * NON BIO,L'ITALIE DES SAVEURS BOLOGNAISE 180G,L'ITALIE DES SAVEURS,"TOMATES, VIANDE BOVINE",180.0,NON BIO,8059070741575,3631.3,2772.5,-858.7999999999997,-0.2364993253104948,180.0
308,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PESTO RGE 1CT 190G * NON BIO,PIETRO CASTELLI PESTO ROSSO 190G,PIETRO CASTELLI,"TOMATES, GRANA PADANO",190.0,NON BIO,8001770060999,2685.3,2746.3,61.0,0.02271627006293524,190.0
309,POT AUT FAB ITALIANS DO IT BETTER LEGUMES PF AUBERGINE 1CT 200G * NON BIO,ITALIANS DO IT BETTER NORMA 200G,ITALIANS DO IT BETTER,"TOMATES, AUBERGINES",200.0,NON BIO,3760253401197,2921.4999999999995,2738.7000000000007,-182.79999999999927,-0.0625705972959094,200.0
310,RIVOIRE & CARRET BOLO CLASSIQUE PF BOLOGNAISE PUR BOEUF 1CT 190G * NON BIO,RIVOIRE & CARRET BOLOGNAISE PUR BOEUF 190G,RIVOIRE & CARRET,"TOMATES, BŒUF, CAROTTES, OIGNONS",190.0,NON BIO,3660861901310,7303.9,2717.0999999999995,-4586.8,-0.6279932638727256,190.0
311,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO RGE 1CT 190G * NON BIO,SEGRETI DI RIVA PESTO ROSSO (A LA TOMATE) 190G,SEGRETI DI RIVA,"BASILIC, TOMATES, PARMIGIANO REGGIANO",190.0,NON BIO,3272970190013,3154.1,2695.7000000000007,-458.3999999999997,-0.14533464379696254,190.0
312,AUT FAB ITALIANS DO IT BETTER LEGUMES PF OLIVES DE TAGGIASCHE 1CT 200G * NON BIO,ITALIANS DO IT BETTER PUTTANESCA 200G,ITALIANS DO IT BETTER,"TOMATES, OLIVES DE TAGGIASCHE",200.0,NON BIO,3760253400039,3248.2000000000007,2654.2000000000007,-594.0,-0.182870512899452,200.0
313,SAUCES POUR FECULENTS POT SACLA BIO PF PESTO ROSSO TOFU 1CT 190G * BIO,SACLA PESTO ROSSO TOFU BIO 190G,SACLA,"TOMATES, BASILIC, TOFU",190.0,BIO,8001060026223,3418.4000000000005,2630.6,-787.8000000000006,-0.23045869412590697,190.0
314,POUR FECULENTS POT AUT FAB DE CECCO LEGUMES PF ARRABIATA 1CT 200G * NON BIO,DE CECCO SUGO ALL'ARRABBIATA 200G,DE CECCO,"TOMATE, HUILE D'OLIVES EV, PIMENT FORT",200.0,NON BIO,8001250069146,2904.600000000001,2622.2000000000007,-282.4000000000001,-0.09722509123459344,200.0
315,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF BASILIC 1CT 340G * NON BIO,BARILLA SAUCE TOMATE AU BASILIC 340G,BARILLA,"TOMATES, BASILIC",340.0,NON BIO,3268387011171,2542.1999999999994,2568.7,26.500000000000448,0.010424042168200951,340.0
316,SAUCES POUR FECULENTS POT AUT FAB AUT MQ BIO PF BASIL H OLIVE 1CT 240G * BIO,JEAN MARTIN SAUCE TOMATE AU BASILIC 240G,JEAN MARTIN,"TOMATES, BASILIC, MIEL",240.0,BIO,3271514160048,2912.3,2548.2000000000007,-364.09999999999985,-0.12502146070116402,240.0
317,POUR FECULENTS POT PANZANI SA PANZANI LEGUMES PF PROVENCALE 1CT 210G * NON BIO,?,PANZANI,PROVENCALE,490.0,NON BIO,3038359004629BP2,30523.899999999994,2544.9,-27978.999999999996,-0.9166259881600974,490.0
318,SAUCES POUR FECULENTS POT HEINZ LEGUMES MF PROVENCALE 2CT 490G * NON BIO,HEINZ PROVENCALE 490G,HEINZ,"TOMATES, OIGNONS, HUILE DE TOURNESOL",490.0,NON BIO,3660603080396,67784.4,2532.8,-65251.59999999999,-0.9626344704681312,490.0
319,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES GF BASILIC 1CT 600G * NON BIO,CASATORRA TOMATE AU BASILIC 600G,CASATORRA,"TOMATES, HUILE D'ARACHIDE",600.0,NON BIO,3268387011188,2420.4,2518.0,97.59999999999992,0.040323913402743314,600.0
320,SAUCES POUR FECULENTS POT AUT FAB POLLI BIO PF GENOVESE BIO 1CT 190G * BIO,POLLI PESTO ALLA GENOVESE BIO 190G,POLLI,"BASILIC, HUILE DE TOURNESOL, NOIX DE CAJOU",190.0,BIO,8001310609824,0.0,2500.8,2500.8,,190.0
321,AUT SCE POT MASTER F SUZY WAN SCE CLAS PF POULET AIGRE DOUCE 1CT 150G * NON BIO,SUZY WAN PREPARATION POUR POULET AIGRE DOUCE 150G,SUZY WAN,"TOMATE, ANANAS",150.0,NON BIO,5010034006164,2632.6,2481.5,-151.0999999999999,-0.05739573045658281,150.0
322,SAUCES POUR FECULENTS POT AUT FAB AUT MQ BIO PF THYM 1CT 240G * BIO,JEAN MARTIN TOMATE AU THYM MIEL 240G,JEAN MARTIN,"TOMATES, MIEL",240.0,BIO,3271514160055,2781.7,2441.1,-340.5999999999999,-0.12244311032821653,240.0
323,FECULENTS POT PANZANI SA PANZANI LEGUMES PF TOMATES BASILIC 1CT 210G * NON BIO,?,PANZANI,TOMATES BASILIC,490.0,NON BIO,3038359004605BP2,31377.6,2437.5,-28940.1,-0.9223171944316964,490.0
324,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 1CT 490G * NON BIO,HEINZ TOMATE ET PESTO ROUGE 490G,HEINZ,"TOMATES, PESTO AUX POIVRONS ROUGES",490.0,NON BIO,3660603080815,5463.5,2414.8,-3048.7000000000007,-0.5580122632012446,490.0
325,SCE POT AUT FAB AUT MQ SCE CLAS PF AIL DES OURS & BASILIC  1CT 190G * NON BIO,VALFLEURI BASILIC AIL DES OURS 190G,VALFLEURI,"BASILIC, AIL DES OURS, PECORINO",190.0,NON BIO,3264963012716,3775.1,2394.1,-1381.0,-0.3658181240232047,190.0
326,POT AUT FAB ITALIANS DO IT BETTER LEGUMES PF TOM PIMENT 1CT 190G * NON BIO,ITALIANS DO IT BETTER ARRABBIATA 190G,ITALIANS DO IT BETTER,"TOMATES, PIMENT",190.0,NON BIO,3760253400565,0.0,2392.8,2392.8,,190.0
327,POUR FECULENTS POT SACLA PESTO PF PESTO ROSSO TOFU & BAIES DE GO 1CT 190G * BIO,SACLA PESTO ROSSO TOFU BAIE DE GOJI BIO 190G,SACLA,"TOMATES, TOFU, BAIE DE GOJI",190.0,BIO,8001060032781,1293.1,2378.3,1085.2,0.8392235712628566,190.0
328,POT AUT FAB LOUIS MARTIN BOLO CLASSIQUE GF BOLOGNAISE 1CT 680G * NON BIO,LOUIS MARTIN BOLOGNAISE 190G,LOUIS MARTIN,"TOMATES, BŒUF, OIGNONS, CAROTTES",190.0,NON BIO,3142952935010,2126.5,2360.4,233.90000000000006,0.10999294615565487,190.0
329,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF OLIVE 1CT 250G * NON BIO,URSINI OLIVE 250G,URSINI,"TOMATES, OLIVES NOIRES, OLIVES VERTES",250.0,NON BIO,8053908202467,0.0,2351.0000000000005,2351.0000000000005,,250.0
330,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF ARRABIATA 1CT 180G * NON BIO,L'ITALIE DES SAVEURS SAUCE A L'ARRABBIATA 180G,L'ITALIE DES SAVEURS,"TOMATES, OLIVES, PIMENT",180.0,NON BIO,8059070741568,3264.9,2344.3,-920.5999999999997,-0.2819688198719714,180.0
331,POUR FECULENTS POT AUT FAB AUT MQ AUTRE GAMME PF TRADITION 1CT 250G * NON BIO,URSINI TRADIZIONALE 180G,URSINI,"TOMATES, OIGNONS",180.0,NON BIO,8053908202498,0.0,2330.5,2330.5,,180.0
332,POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PESTO A LA TRUFFE 1CT 180G * NON BIO,CIRO PESTO SAVEUR TRUFFE 180G,CIRO,"BASILIC, NOIX DE CAOU ",180.0,NON BIO,3760014294532,1454.1999999999996,2310.1,855.9000000000002,0.5885710356209601,180.0
333,FECULENTS POT ZAPETTI ZAPETTI BUITONI LEGUMES MF NAPOLITAIN 1CT 380G * NON BIO,ZAPETTI NAPOLITAINE 380G,ZAPETTI BUITONI,"TOMATES, OIGNONS",380.0,NON BIO,3021690017403,7025.0,2288.3,-4736.7,-0.6742633451957295,380.0
334,SAUCES POUR FECULENTS POT HEINZ LEGUMES PF BASILIC 1CT 240G * NON BIO,HEINZ TOMATES BASILIC 240G,HEINZ,"TOMATES, BASILIC",240.0,NON BIO,8410066141715,0.0,2253.8,2253.8,,240.0
335,SAUCES POUR FECULENTS POT AUT FAB JARDIN BIO BIO PF CEPES 1CT 300G * BIO,JARDIN BIO SAUCE TOMATE CEPES 300G,JARDIN BIO,"TOMATES, CEPES EN MORCEAUX",300.0,BIO,3456300004717,3028.3,2226.7,-801.6000000000003,-0.2647029686622859,300.0
336,ZAPETTI BUITONI LEGUMES MF PROVENCALE AUX LEGUMES DU SOLE 1CT 380G * NON BIO,ZAPETTI PROVENCALE AUX LEGUMES DU SOLEIL 380G,ZAPETTI BUITONI,"TOMATES, AUBERGINES, COURGETTES",380.0,NON BIO,3021690024845,5640.0999999999985,2178.6,-3461.4999999999995,-0.6137302530096984,380.0
337,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF BASILIC 1CT 180G * NON BIO,? PISTOU 180G,AUT MQ,"BASILIC, HUILE D'OLIVE, HUILE DE TOURNESOL",180.0,NON BIO,3512680000029,2179.4999999999995,2176.1,-3.399999999999636,-0.001559990823583224,180.0
338,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF PEPERONI 1CT 250G * NON BIO,URSINI PEPERONI 250G,URSINI,"TOMATES, POIVRON",250.0,NON BIO,8053908202450,0.0,2153.2000000000007,2153.2000000000007,,250.0
339,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES PF PISTOU 1CT 100G * NON BIO,JEAN MARTIN PISTOU 100G,JEAN MARTIN,"HUILE D'OLIVE EV, BASILIC, AIL",100.0,NON BIO,3271511000316,2424.8,2139.5,-285.29999999999967,-0.11765918838667094,100.0
340,SAUCES POUR FECULENTS POT HEINZ LEGUMES PF ARRABIATA 1CT 240G * NON BIO,HEINZ ARRABBIATA 240G,HEINZ,"TOMATE, PIMENT",240.0,NON BIO,8410066141654,0.0,2110.2,2110.2,,240.0
341,SAUCES POUR FECULENTS POT HEINZ LEGUMES PF PROVENCALE 1CT 240G * NON BIO,HEINZ PROVENCALE 240G,HEINZ,"TOMATES, OIGNONS, HUILE DE TOURNESOL",240.0,NON BIO,8410066141746,0.0,2099.3,2099.3,,240.0
342,FECULENTS POT AUT FAB ITALIANS DO IT BETTER LEGUMES PF OLIVE 1CT 190G * NON BIO,ITALIANS DO IT BETTER PUTTANESCA 190G,ITALIANS DO IT BETTER,"TOMATES, OLIVES",190.0,NON BIO,3760253400619,0.0,2094.4999999999995,2094.4999999999995,,190.0
343,FECULENTS POT AUT FAB AUT MQ BOLO CLASSIQUE PF BOLOGNAISE 1CT 200G * NON BIO,?,AUT MQ,BOLOGNAISE,200.0,NON BIO,3565300000541,2157.1,2066.9,-90.1999999999998,-0.04181540030596626,200.0
344,SAUCES POUR FECULENTS POT AUT FAB AUT MQ BIO PF THYM 1CT 110G * BIO,JEAN MARTIN CREME DE TOMATES SECHEES AU THYM 110G,JEAN MARTIN,"TOMATE SECHEES, TOMATES",110.0,BIO,3271514167023,2586.1,2049.7,-536.4000000000002,-0.2074165732183597,110.0
345,POUR FECULENTS POT AUT FAB DE CECCO LEGUMES PF SICILIEN 1CT 200G * NON BIO,DE CECCO SUGO SICILIANA 350G,DE CECCO,"TOMATES, OLIVES VERTES, OLIVES NOIRES",200.0,NON BIO,8001250069139,2451.7,2023.7,-427.99999999999983,-0.17457274544193815,200.0
346,SAUCES POUR FECULENTS POT AUT FAB AUT MQ LEGUMES MF NATURE 1CT 350G * NON BIO,DAMINIANI SAUCE TOMATE CUISINEE 350G,DAMINIANI,"TOMATES, OIGNONS",350.0,NON BIO,3760060564160,2077.100000000001,1984.7000000000005,-92.40000000000008,-0.04448509941745707,350.0
